nodes_removed,number_of_strongly_connected_components,largest_strongly_connected_component_size,largest_strongly_connected_component_average_path_length,average_degree,average_weighted_degree,degree_distribution,weighted_degree_distribution
10,9,73,1.1159006425000508,4.7317073170731705,27.48780487804878,"{10: 5, 13: 2, 0: 7, 7: 7, 8: 2, 6: 3, 9: 2, 16: 4, 18: 1, 1: 24, 3: 5, 5: 3, 2: 12, 12: 3, 11: 1, 4: 1}","{17: 2, 184: 1, 0: 7, 12: 2, 219: 1, 32: 2, 151: 1, 9: 1, 18: 1, 130: 1, 52: 1, 45: 1, 1: 18, 4: 3, 10: 2, 8: 2, 2: 9, 6: 2, 48: 1, 73: 1, 7: 1, 3: 5, 14: 1, 21: 3, 43: 1, 201: 1, 144: 1, 83: 1, 116: 1, 133: 1, 25: 1, 23: 1, 98: 1, 41: 1, 5: 1, 49: 1, 47: 1}"
11,11,70,1.172309824641474,4.493827160493828,24.962962962962962,"{10: 3, 12: 3, 0: 9, 6: 5, 8: 3, 9: 3, 15: 1, 18: 1, 1: 23, 3: 5, 5: 3, 2: 11, 11: 2, 16: 3, 7: 5, 4: 1}","{17: 2, 168: 1, 0: 9, 11: 1, 179: 1, 32: 1, 151: 1, 9: 2, 15: 1, 30: 1, 115: 1, 52: 1, 45: 1, 1: 17, 4: 3, 8: 2, 2: 10, 6: 2, 39: 1, 67: 1, 7: 1, 3: 4, 14: 1, 43: 1, 201: 1, 144: 1, 83: 1, 21: 2, 133: 1, 25: 1, 23: 1, 98: 1, 41: 1, 5: 1, 12: 1, 49: 1, 47: 1, 10: 1}"
12,11,69,1.239393617024781,4.25,20.8,"{10: 3, 12: 1, 0: 9, 6: 6, 8: 4, 9: 3, 15: 3, 18: 1, 1: 24, 3: 3, 5: 4, 2: 12, 11: 2, 16: 1, 7: 3, 4: 1}","{17: 1, 168: 1, 0: 9, 11: 2, 32: 1, 151: 1, 9: 2, 15: 2, 30: 1, 115: 1, 52: 1, 45: 1, 1: 18, 4: 3, 8: 2, 2: 11, 6: 2, 39: 1, 67: 1, 7: 1, 3: 3, 14: 1, 42: 1, 201: 1, 144: 1, 50: 1, 21: 2, 80: 1, 86: 1, 22: 1, 5: 1, 23: 1, 47: 1, 10: 1, 16: 1}"
13,12,67,1.2461019527265034,4.10126582278481,19.924050632911392,"{10: 3, 12: 1, 0: 10, 6: 8, 8: 2, 9: 3, 15: 2, 18: 1, 1: 24, 3: 3, 5: 4, 2: 11, 11: 2, 14: 2, 7: 2, 4: 1}","{17: 1, 168: 1, 0: 10, 11: 2, 32: 1, 151: 1, 9: 3, 15: 2, 30: 1, 115: 1, 52: 1, 1: 18, 4: 3, 8: 2, 2: 10, 6: 2, 39: 1, 67: 1, 7: 1, 3: 3, 14: 1, 42: 1, 196: 1, 144: 1, 50: 1, 21: 2, 79: 1, 83: 1, 22: 1, 5: 1, 23: 1, 18: 1, 12: 1}"
14,17,61,1.3368479733346958,3.769230769230769,15.153846153846153,"{10: 3, 11: 3, 0: 15, 5: 7, 7: 3, 8: 2, 9: 2, 15: 1, 17: 1, 1: 20, 2: 12, 6: 5, 14: 2, 4: 1, 3: 1}","{17: 1, 30: 2, 0: 15, 10: 1, 21: 3, 146: 1, 8: 3, 15: 2, 115: 1, 42: 2, 1: 16, 2: 10, 9: 2, 29: 1, 67: 1, 3: 4, 6: 1, 14: 1, 144: 1, 50: 1, 79: 1, 4: 1, 83: 1, 22: 1, 5: 1, 11: 1, 23: 1, 18: 1, 12: 1}"
15,18,59,1.5291582532455021,3.4285714285714284,12.363636363636363,"{10: 2, 11: 2, 0: 16, 5: 9, 7: 2, 8: 3, 9: 3, 17: 1, 1: 21, 2: 11, 6: 3, 13: 2, 4: 2}","{17: 2, 30: 2, 0: 16, 10: 1, 21: 2, 146: 1, 8: 3, 15: 1, 42: 1, 1: 17, 2: 10, 9: 3, 29: 1, 67: 1, 3: 3, 6: 1, 14: 1, 39: 1, 144: 1, 43: 1, 20: 1, 63: 1, 5: 2, 34: 1, 19: 1, 7: 1, 11: 1}"
16,19,57,1.5795319777693881,3.1842105263157894,11.736842105263158,"{10: 1, 0: 17, 5: 8, 7: 2, 8: 4, 9: 2, 17: 1, 1: 23, 2: 8, 6: 4, 11: 1, 12: 1, 13: 1, 4: 3}","{17: 2, 0: 17, 10: 1, 21: 2, 146: 1, 8: 2, 15: 2, 30: 1, 42: 1, 1: 19, 2: 8, 9: 3, 29: 1, 67: 1, 3: 3, 6: 1, 14: 1, 27: 1, 144: 1, 40: 1, 18: 1, 62: 1, 7: 2, 5: 1, 34: 1, 11: 1}"
17,23,52,1.6806764502170397,2.7733333333333334,10.773333333333333,"{10: 1, 0: 21, 5: 6, 7: 2, 8: 4, 9: 1, 1: 22, 2: 5, 6: 5, 11: 2, 4: 2, 12: 1, 3: 3}","{17: 1, 0: 21, 10: 1, 21: 1, 146: 1, 8: 2, 15: 1, 30: 1, 1: 19, 2: 4, 9: 2, 29: 1, 67: 1, 3: 3, 6: 1, 14: 2, 19: 2, 142: 1, 40: 1, 59: 1, 7: 3, 4: 1, 25: 1, 16: 1, 13: 1, 11: 1}"
18,25,49,1.8729328799908418,2.5135135135135136,9.108108108108109,"{10: 2, 0: 23, 5: 8, 7: 3, 8: 2, 9: 1, 1: 20, 2: 7, 6: 4, 4: 2, 11: 1, 3: 1}","{17: 1, 0: 23, 10: 1, 21: 2, 146: 1, 8: 3, 15: 1, 30: 1, 1: 17, 2: 5, 9: 1, 29: 1, 3: 3, 6: 1, 14: 2, 13: 2, 142: 1, 39: 1, 27: 1, 7: 3, 4: 1, 12: 1, 11: 1}"
19,26,47,1.9686007082581625,2.356164383561644,8.164383561643836,"{9: 1, 0: 24, 4: 4, 6: 5, 5: 6, 7: 2, 8: 2, 2: 7, 1: 19, 10: 1, 11: 1, 3: 1}","{16: 1, 0: 24, 9: 2, 13: 3, 144: 1, 8: 4, 11: 2, 2: 5, 29: 1, 1: 16, 3: 3, 6: 1, 14: 2, 142: 1, 27: 1, 7: 3, 4: 1, 21: 1, 12: 1}"
20,29,43,1.9177348086192085,2.1666666666666665,7.972222222222222,"{9: 2, 0: 27, 4: 4, 6: 4, 5: 6, 7: 2, 2: 7, 8: 1, 1: 16, 3: 2, 10: 1}","{16: 1, 0: 27, 9: 2, 13: 2, 144: 1, 8: 4, 2: 5, 29: 1, 1: 13, 3: 4, 6: 2, 14: 2, 12: 2, 142: 1, 26: 1, 17: 1, 7: 2, 11: 1}"
21,30,41,1.9138506212202135,2.028169014084507,7.830985915492958,"{9: 2, 0: 28, 4: 6, 6: 4, 5: 4, 7: 1, 2: 7, 8: 2, 1: 15, 3: 2}","{16: 1, 0: 28, 9: 1, 13: 3, 144: 1, 8: 3, 2: 5, 29: 1, 1: 12, 3: 4, 6: 4, 14: 1, 12: 2, 142: 1, 24: 1, 15: 1, 7: 1, 11: 1}"
22,31,39,1.8819088070336627,1.9142857142857144,7.714285714285714,"{9: 1, 0: 29, 4: 6, 6: 2, 5: 5, 7: 2, 2: 7, 8: 2, 1: 14, 3: 2}","{16: 1, 0: 29, 9: 1, 13: 2, 144: 1, 8: 3, 2: 5, 29: 1, 1: 11, 3: 4, 6: 4, 14: 2, 12: 3, 142: 1, 22: 1, 7: 1}"
23,32,37,1.754785276318123,1.8840579710144927,7.768115942028985,"{9: 1, 0: 30, 4: 6, 6: 2, 5: 5, 7: 2, 2: 7, 8: 2, 1: 13, 3: 1}","{16: 1, 0: 30, 9: 1, 13: 2, 144: 1, 8: 3, 2: 4, 29: 1, 1: 10, 3: 4, 6: 5, 14: 2, 12: 3, 142: 1, 22: 1}"
24,32,36,1.9527138608890435,1.6764705882352942,7.029411764705882,"{9: 1, 0: 30, 4: 5, 6: 1, 5: 5, 7: 3, 2: 6, 1: 15, 3: 2}","{16: 1, 0: 30, 9: 1, 13: 2, 144: 1, 8: 3, 2: 5, 1: 12, 3: 3, 6: 2, 14: 1, 12: 2, 139: 1, 7: 1, 22: 1, 5: 2}"
25,32,35,1.9912605042016807,1.6119402985074627,2.985074626865672,"{9: 1, 0: 30, 4: 5, 6: 2, 3: 2, 2: 6, 1: 15, 5: 4, 7: 2}","{16: 1, 0: 30, 9: 1, 13: 2, 7: 4, 2: 5, 1: 12, 3: 3, 6: 2, 14: 1, 12: 2, 22: 1, 5: 2, 8: 1}"
26,32,34,2.203624480095068,1.4848484848484849,2.606060606060606,"{9: 1, 0: 30, 4: 5, 6: 3, 3: 4, 2: 6, 1: 15, 5: 1, 7: 1}","{16: 1, 0: 30, 9: 1, 13: 2, 7: 4, 2: 5, 1: 12, 3: 4, 6: 1, 12: 1, 17: 1, 10: 1, 5: 2, 4: 1}"
27,33,32,2.7729166666666663,1.2307692307692308,2.1538461538461537,"{0: 31, 4: 3, 6: 3, 3: 3, 2: 8, 1: 15, 5: 2}","{0: 31, 9: 1, 13: 1, 7: 4, 2: 6, 1: 12, 3: 4, 6: 2, 16: 1, 12: 1, 10: 1, 4: 1}"
28,35,28,2.8417107583774253,1.09375,1.6875,"{0: 32, 3: 5, 6: 3, 2: 6, 1: 16, 5: 1, 4: 1}","{0: 32, 4: 2, 13: 1, 7: 3, 5: 1, 2: 5, 1: 14, 3: 3, 6: 1, 12: 1, 10: 1}"
29,36,26,2.7733333333333334,1.0476190476190477,1.619047619047619,"{0: 33, 3: 4, 6: 3, 2: 6, 1: 15, 5: 1, 4: 1}","{0: 33, 4: 3, 13: 1, 7: 3, 2: 4, 1: 14, 3: 2, 6: 1, 12: 1, 10: 1}"
30,35,26,2.7733333333333334,1.064516129032258,1.6451612903225807,"{3: 4, 6: 3, 2: 6, 0: 32, 1: 15, 5: 1, 4: 1}","{4: 3, 13: 1, 7: 3, 0: 32, 2: 4, 1: 14, 3: 2, 6: 1, 12: 1, 10: 1}"
31,35,25,2.821111111111111,0.9836065573770492,1.540983606557377,"{6: 2, 3: 4, 2: 5, 0: 32, 1: 16, 5: 2}","{13: 1, 7: 3, 4: 2, 0: 32, 2: 3, 1: 15, 3: 2, 6: 1, 11: 1, 8: 1}"
32,37,22,3.0620490620490624,0.8,1.1333333333333333,"{3: 2, 2: 7, 6: 1, 0: 34, 1: 14, 4: 2}","{7: 2, 4: 2, 0: 34, 2: 4, 1: 13, 3: 2, 5: 1, 6: 1, 8: 1}"
33,38,20,3.130701754385965,0.711864406779661,0.9152542372881356,"{2: 6, 6: 1, 0: 35, 1: 14, 3: 2, 4: 1}","{4: 2, 7: 1, 0: 35, 2: 5, 1: 12, 3: 3, 8: 1}"
34,39,17,2.9656862745098036,0.6551724137931034,0.7931034482758621,"{6: 1, 0: 35, 2: 4, 1: 15, 3: 3}","{7: 1, 0: 35, 2: 4, 1: 13, 3: 3, 5: 1, 4: 1}"
35,44,6,2.066666666666667,0.45614035087719296,0.5614035087719298,"{0: 37, 2: 6, 1: 14}","{0: 37, 2: 3, 1: 13, 3: 3, 4: 1}"
36,43,6,2.066666666666667,0.4642857142857143,0.5714285714285714,"{2: 6, 0: 36, 1: 14}","{2: 3, 0: 36, 1: 13, 3: 3, 4: 1}"
37,44,4,1.3333333333333333,0.4,0.509090909090909,"{0: 37, 1: 14, 2: 4}","{0: 37, 1: 13, 3: 3, 2: 1, 4: 1}"
38,43,4,1.3333333333333333,0.4074074074074074,0.5185185185185185,"{0: 36, 1: 14, 2: 4}","{0: 36, 1: 13, 3: 3, 2: 1, 4: 1}"
39,42,4,1.3333333333333333,0.41509433962264153,0.5283018867924528,"{1: 14, 0: 35, 2: 4}","{1: 13, 0: 35, 3: 3, 2: 1, 4: 1}"
40,42,4,1.3333333333333333,0.38461538461538464,0.5,"{0: 35, 1: 14, 2: 3}","{0: 35, 1: 13, 3: 3, 4: 1}"
41,41,4,1.3333333333333333,0.39215686274509803,0.5098039215686274,"{1: 14, 0: 34, 2: 3}","{1: 13, 0: 34, 3: 3, 4: 1}"
42,41,4,1.3333333333333333,0.36,0.48,"{1: 12, 0: 35, 2: 3}","{1: 11, 0: 35, 3: 3, 4: 1}"
43,41,3,1.0,0.32653061224489793,0.4489795918367347,"{0: 35, 2: 2, 1: 12}","{0: 35, 3: 2, 1: 10, 4: 1, 2: 1}"
44,40,3,1.0,0.3333333333333333,0.4583333333333333,"{2: 2, 0: 34, 1: 12}","{3: 2, 0: 34, 1: 10, 4: 1, 2: 1}"
45,41,3,0.8888888888888888,0.2553191489361702,0.3404255319148936,"{0: 36, 1: 10, 2: 1}","{0: 36, 1: 9, 3: 1, 4: 1}"
46,40,3,0.8888888888888888,0.2608695652173913,0.34782608695652173,"{1: 10, 0: 35, 2: 1}","{1: 9, 0: 35, 3: 1, 4: 1}"
47,40,3,0.8888888888888888,0.2222222222222222,0.3111111111111111,"{1: 8, 0: 36, 2: 1}","{1: 7, 0: 36, 3: 1, 4: 1}"
48,40,2,1.0,0.18181818181818182,0.2727272727272727,"{0: 36, 1: 8}","{0: 36, 1: 6, 3: 2}"
49,39,2,1.0,0.18604651162790697,0.27906976744186046,"{1: 8, 0: 35}","{1: 6, 0: 35, 3: 2}"
50,39,2,1.0,0.14285714285714285,0.23809523809523808,"{1: 6, 0: 36}","{1: 4, 0: 36, 3: 2}"
51,39,2,0.3333333333333333,0.0975609756097561,0.1951219512195122,"{0: 37, 1: 4}","{0: 37, 3: 2, 1: 2}"
52,38,2,0.3333333333333333,0.1,0.2,"{0: 36, 1: 4}","{0: 36, 3: 2, 1: 2}"
53,37,2,0.3333333333333333,0.10256410256410256,0.20512820512820512,"{1: 4, 0: 35}","{3: 2, 0: 35, 1: 2}"
54,37,2,1.0,0.05263157894736842,0.05263157894736842,"{0: 36, 1: 2}","{0: 36, 1: 2}"
55,36,2,1.0,0.05405405405405406,0.05405405405405406,"{0: 35, 1: 2}","{0: 35, 1: 2}"
56,35,2,1.0,0.05555555555555555,0.05555555555555555,"{0: 34, 1: 2}","{0: 34, 1: 2}"
57,34,2,1.0,0.05714285714285714,0.05714285714285714,"{1: 2, 0: 33}","{1: 2, 0: 33}"
58,34,1,0.0,0.0,0.0,{0: 34},{0: 34}
59,33,1,0.0,0.0,0.0,{0: 33},{0: 33}
60,32,1,0.0,0.0,0.0,{0: 32},{0: 32}
61,31,1,0.0,0.0,0.0,{0: 31},{0: 31}
62,30,1,0.0,0.0,0.0,{0: 30},{0: 30}
63,29,1,0.0,0.0,0.0,{0: 29},{0: 29}
64,28,1,0.0,0.0,0.0,{0: 28},{0: 28}
65,27,1,0.0,0.0,0.0,{0: 27},{0: 27}
66,26,1,0.0,0.0,0.0,{0: 26},{0: 26}
67,25,1,0.0,0.0,0.0,{0: 25},{0: 25}
68,24,1,0.0,0.0,0.0,{0: 24},{0: 24}
69,23,1,0.0,0.0,0.0,{0: 23},{0: 23}
70,22,1,0.0,0.0,0.0,{0: 22},{0: 22}
71,21,1,0.0,0.0,0.0,{0: 21},{0: 21}
72,20,1,0.0,0.0,0.0,{0: 20},{0: 20}
73,19,1,0.0,0.0,0.0,{0: 19},{0: 19}
74,18,1,0.0,0.0,0.0,{0: 18},{0: 18}
75,17,1,0.0,0.0,0.0,{0: 17},{0: 17}
76,16,1,0.0,0.0,0.0,{0: 16},{0: 16}
77,15,1,0.0,0.0,0.0,{0: 15},{0: 15}
78,14,1,0.0,0.0,0.0,{0: 14},{0: 14}
79,13,1,0.0,0.0,0.0,{0: 13},{0: 13}
80,12,1,0.0,0.0,0.0,{0: 12},{0: 12}
81,11,1,0.0,0.0,0.0,{0: 11},{0: 11}
82,10,1,0.0,0.0,0.0,{0: 10},{0: 10}
83,9,1,0.0,0.0,0.0,{0: 9},{0: 9}
84,8,1,0.0,0.0,0.0,{0: 8},{0: 8}
85,7,1,0.0,0.0,0.0,{0: 7},{0: 7}
86,6,1,0.0,0.0,0.0,{0: 6},{0: 6}
87,5,1,0.0,0.0,0.0,{0: 5},{0: 5}
88,4,1,0.0,0.0,0.0,{0: 4},{0: 4}
89,3,1,0.0,0.0,0.0,{0: 3},{0: 3}
90,2,1,0.0,0.0,0.0,{0: 2},{0: 2}
91,1,1,0.0,0.0,0.0,{0: 1},{0: 1}
92,0,0,inf,0.0,0.0,{},{}
