Id,Order,Family,Genus,Country,Locality,Bioregion,Type
Lactuca serriola (Pretzien),Asterales,Asteraceae,Lactuca,Germany,Pretzien,Continental,Plant
Cichorium intybus (Pretzien),Asterales,Asteraceae,Cichorium,Germany,Pretzien,Continental,Plant
Centaurea jacea (Pretzien),Asterales,Asteraceae,Centaurea,Germany,Pretzien,Continental,Plant
Crepis capillaris (Pretzien),Asterales,Asteraceae,Crepis,Germany,Pretzien,Continental,Plant
Achillea millefolium (Pretzien),Asterales,Asteraceae,Achillea,Germany,Pretzien,Continental,Plant
Plantago lanceolata (Pretzien),Lamiales,Plantaginaceae,Plantago,Germany,Pretzien,Continental,Plant
Malva sylvestris (Pretzien),Malvales,Malvaceae,Malva,Germany,Pretzien,Continental,Plant
Crepis biennis (Pretzien),Asterales,Asteraceae,Crepis,Germany,Pretzien,Continental,Plant
Hypericum perforatum (Pretzien),Malpighiales,Hypericaceae,Hypericum,Germany,Pretzien,Continental,Plant
Cerastium fontanum (Pretzien),Caryophyllales,Caryophyllaceae,Cerastium,Germany,Pretzien,Continental,Plant
Lamium album (Pretzien),Lamiales,Lamiaceae,Lamium,Germany,Pretzien,Continental,Plant
Lamium purpureum (Pretzien),Lamiales,Lamiaceae,Lamium,Germany,Pretzien,Continental,Plant
Ornithogalum umbellatum (Pretzien),Asparagales,Asparagaceae,Ornithogalum,Germany,Pretzien,Continental,Plant
Veronica chamaedrys (Pretzien),Lamiales,Plantaginaceae,Veronica,Germany,Pretzien,Continental,Plant
Trifolium repens (Pretzien),Fabales,Fabaceae,Trifolium,Germany,Pretzien,Continental,Plant
Jasione montana (Pretzien),Asterales,Campanulaceae,Jasione,Germany,Pretzien,Continental,Plant
Lathyrus latifolius (Pretzien),Fabales,Fabaceae,Lathyrus,Germany,Pretzien,Continental,Plant
Stachys byzantina (Pretzien),Lamiales,Lamiaceae,Stachys,Germany,Pretzien,Continental,Plant
Vicia cracca (Pretzien),Fabales,Fabaceae,Vicia,Germany,Pretzien,Continental,Plant
Trifolium pratense (Pretzien),Fabales,Fabaceae,Trifolium,Germany,Pretzien,Continental,Plant
Chelidonium majus (Pretzien),Ranunculales,Papaveraceae,Chelidonium,Germany,Pretzien,Continental,Plant
Geranium sanguineum (Pretzien),Geraniales,Geraniaceae,Geranium,Germany,Pretzien,Continental,Plant
Picris hieracioides (Pretzien),Asterales,Asteraceae,Picris,Germany,Pretzien,Continental,Plant
Geranium robertianum (Pretzien),Geraniales,Geraniaceae,Geranium,Germany,Pretzien,Continental,Plant
Potentilla argentea (Pretzien),Rosales,Rosaceae,Potentilla,Germany,Pretzien,Continental,Plant
Tilia cordata (Pretzien),Malvales,Malvaceae,Tilia,Germany,Pretzien,Continental,Plant
Geranium pyrenaicum (Pretzien),Geraniales,Geraniaceae,Geranium,Germany,Pretzien,Continental,Plant
Galium mollugo (Pretzien),Gentianales,Rubiaceae,Galium,Germany,Pretzien,Continental,Plant
Geranium pusillum (Pretzien),Geraniales,Geraniaceae,Geranium,Germany,Pretzien,Continental,Plant
Dasiphora fruticosa (Pretzien),Rosales,Rosaceae,Dasiphora,Germany,Pretzien,Continental,Plant
Cirsium vulgare (Pretzien),Asterales,Asteraceae,Cirsium,Germany,Pretzien,Continental,Plant
Ballota nigra (Pretzien),Lamiales,Lamiaceae,Ballota,Germany,Pretzien,Continental,Plant
Trifolium arvense (Pretzien),Fabales,Fabaceae,Trifolium,Germany,Pretzien,Continental,Plant
Lotus corniculatus (Pretzien),Fabales,Fabaceae,Lotus,Germany,Pretzien,Continental,Plant
Capsella bursa-pastoris (Pretzien),Brassicales,Brassicaceae,Capsella,Germany,Pretzien,Continental,Plant
Crataegus monogyna (Pretzien),Rosales,Rosaceae,Crataegus,Germany,Pretzien,Continental,Plant
Veronica persica (Pretzien),Lamiales,Plantaginaceae,Veronica,Germany,Pretzien,Continental,Plant
Chondrilla juncea (Pretzien),Asterales,Asteraceae,Chondrilla,Germany,Pretzien,Continental,Plant
Daucus carota (Pretzien),Apiales,Apiaceae,Daucus,Germany,Pretzien,Continental,Plant
Tanacetum vulgare (Pretzien),Asterales,Asteraceae,Tanacetum,Germany,Pretzien,Continental,Plant
Helichrysum arenarium (Pretzien),Asterales,Asteraceae,Helichrysum,Germany,Pretzien,Continental,Plant
Symphytum asperum (Pretzien),Boraginales,Boraginaceae,Symphytum,Germany,Pretzien,Continental,Plant
Lathyrus pratensis (Pretzien),Fabales,Fabaceae,Lathyrus,Germany,Pretzien,Continental,Plant
Vicia sepium (Pretzien),Fabales,Fabaceae,Vicia,Germany,Pretzien,Continental,Plant
Symphoricarpos albus (Pretzien),Dipsacales,Caprifoliaceae,Symphoricarpos,Germany,Pretzien,Continental,Plant
Stellaria media (Wallhausen),Caryophyllales,Caryophyllaceae,Stellaria,Germany,Wallhausen,Continental,Plant
Vicia sativa (Wallhausen),Fabales,Fabaceae,Vicia,Germany,Wallhausen,Continental,Plant
Bellis perennis (Wallhausen),Asterales,Asteraceae,Bellis,Germany,Wallhausen,Continental,Plant
Hesperis matronalis (Wallhausen),Brassicales,Brassicaceae,Hesperis,Germany,Wallhausen,Continental,Plant
Falcaria vulgaris (Wallhausen),Apiales,Apiaceae,Falcaria,Germany,Wallhausen,Continental,Plant
Knautia arvensis (Wallhausen),Dipsacales,Caprifoliaceae,Knautia,Germany,Wallhausen,Continental,Plant
Origanum vulgare (Wallhausen),Lamiales,Lamiaceae,Origanum,Germany,Wallhausen,Continental,Plant
Ballota nigra (Wallhausen),Lamiales,Lamiaceae,Ballota,Germany,Wallhausen,Continental,Plant
Carduus acanthoides (Wallhausen),Asterales,Asteraceae,Carduus,Germany,Wallhausen,Continental,Plant
Cirsium vulgare (Wallhausen),Asterales,Asteraceae,Cirsium,Germany,Wallhausen,Continental,Plant
Plantago lanceolata (Wallhausen),Lamiales,Plantaginaceae,Plantago,Germany,Wallhausen,Continental,Plant
Agrimonia eupatoria (Wallhausen),Rosales,Rosaceae,Agrimonia,Germany,Wallhausen,Continental,Plant
Echinops sphaerocephalus (Wallhausen),Asterales,Asteraceae,Echinops,Germany,Wallhausen,Continental,Plant
Picris hieracioides (Wallhausen),Asterales,Asteraceae,Picris,Germany,Wallhausen,Continental,Plant
Melilotus albus (Wallhausen),Fabales,Fabaceae,Melilotus,Germany,Wallhausen,Continental,Plant
Vicia villosa (Wallhausen),Fabales,Fabaceae,Vicia,Germany,Wallhausen,Continental,Plant
Fragaria vesca (Wallhausen),Rosales,Rosaceae,Fragaria,Germany,Wallhausen,Continental,Plant
Ranunculus acris (Wallhausen),Ranunculales,Ranunculaceae,Ranunculus,Germany,Wallhausen,Continental,Plant
Hippocrepis comosa (Wallhausen),Fabales,Fabaceae,Hippocrepis,Germany,Wallhausen,Continental,Plant
Salvia pratensis (Wallhausen),Lamiales,Lamiaceae,Salvia,Germany,Wallhausen,Continental,Plant
Crataegus monogyna (Wallhausen),Rosales,Rosaceae,Crataegus,Germany,Wallhausen,Continental,Plant
Centaurea scabiosa (Wallhausen),Asterales,Asteraceae,Centaurea,Germany,Wallhausen,Continental,Plant
Centaurea stoebe (Wallhausen),Asterales,Asteraceae,Centaurea,Germany,Wallhausen,Continental,Plant
Scabiosa ochroleuca (Wallhausen),Dipsacales,Caprifoliaceae,Scabiosa,Germany,Wallhausen,Continental,Plant
Campanula bononiensis (Wallhausen),Asterales,Campanulaceae,Campanula,Germany,Wallhausen,Continental,Plant
Dianthus carthusianorum (Wallhausen),Caryophyllales,Caryophyllaceae,Dianthus,Germany,Wallhausen,Continental,Plant
Medicago falcata (Wallhausen),Fabales,Fabaceae,Medicago,Germany,Wallhausen,Continental,Plant
Scabiosa canescens (Wallhausen),Dipsacales,Caprifoliaceae,Scabiosa,Germany,Wallhausen,Continental,Plant
Achillea millefolium (Wallhausen),Asterales,Asteraceae,Achillea,Germany,Wallhausen,Continental,Plant
Galium glaucum (Wallhausen),Gentianales,Rubiaceae,Galium,Germany,Wallhausen,Continental,Plant
Bunias orientalis (Wallhausen),Brassicales,Brassicaceae,Bunias,Germany,Wallhausen,Continental,Plant
Ranunculus repens (Wallhausen),Ranunculales,Ranunculaceae,Ranunculus,Germany,Wallhausen,Continental,Plant
Ononis spinosa (Wallhausen),Fabales,Fabaceae,Ononis,Germany,Wallhausen,Continental,Plant
Daucus carota (Wallhausen),Apiales,Apiaceae,Daucus,Germany,Wallhausen,Continental,Plant
Malva thuringiaca (Wallhausen),Malvales,Malvaceae,Malva,Germany,Wallhausen,Continental,Plant
Medicago sativa (Wallhausen),Fabales,Fabaceae,Medicago,Germany,Wallhausen,Continental,Plant
Cota tinctoria (Wallhausen),Asterales,Asteraceae,Cota,Germany,Wallhausen,Continental,Plant
Prunella grandiflora (Wallhausen),Lamiales,Lamiaceae,Prunella,Germany,Wallhausen,Continental,Plant
Centaurea jacea (Wallhausen),Asterales,Asteraceae,Centaurea,Germany,Wallhausen,Continental,Plant
Onobrychis viciifolia (Wallhausen),Fabales,Fabaceae,Onobrychis,Germany,Wallhausen,Continental,Plant
Convolvulus arvensis (Wallhausen),Solanales,Convolvulaceae,Convolvulus,Germany,Wallhausen,Continental,Plant
Papaver rhoeas (Wallhausen),Ranunculales,Papaveraceae,Papaver,Germany,Wallhausen,Continental,Plant
Crepis biennis (Wallhausen),Asterales,Asteraceae,Crepis,Germany,Wallhausen,Continental,Plant
Lactuca serriola (Wallhausen),Asterales,Asteraceae,Lactuca,Germany,Wallhausen,Continental,Plant
Senecio vernalis (Salziger_See),Asterales,Asteraceae,Senecio,Germany,Salziger_See,Continental,Plant
Viola arvensis (Salziger_See),Malpighiales,Violaceae,Viola,Germany,Salziger_See,Continental,Plant
Stellaria media (Salziger_See),Caryophyllales,Caryophyllaceae,Stellaria,Germany,Salziger_See,Continental,Plant
Falcaria vulgaris (Salziger_See),Apiales,Apiaceae,Falcaria,Germany,Salziger_See,Continental,Plant
Erodium cicutarium (Salziger_See),Geraniales,Geraniaceae,Erodium,Germany,Salziger_See,Continental,Plant
Lepidium draba (Salziger_See),Brassicales,Brassicaceae,Lepidium,Germany,Salziger_See,Continental,Plant
Plantago media (Salziger_See),Lamiales,Plantaginaceae,Plantago,Germany,Salziger_See,Continental,Plant
Echium vulgare (Salziger_See),Boraginales,Boraginaceae,Echium,Germany,Salziger_See,Continental,Plant
Salvia nemorosa (Salziger_See),Lamiales,Lamiaceae,Salvia,Germany,Salziger_See,Continental,Plant
Medicago sativa (Salziger_See),Fabales,Fabaceae,Medicago,Germany,Salziger_See,Continental,Plant
Picris hieracioides (Salziger_See),Asterales,Asteraceae,Picris,Germany,Salziger_See,Continental,Plant
Carduus acanthoides (Salziger_See),Asterales,Asteraceae,Carduus,Germany,Salziger_See,Continental,Plant
Delphinium consolida (Salziger_See),Ranunculales,Ranunculaceae,Delphinium,Germany,Salziger_See,Continental,Plant
Tripleurospermum maritimum (Salziger_See),Asterales,Asteraceae,Tripleurospermum,Germany,Salziger_See,Continental,Plant
Ballota nigra (Salziger_See),Lamiales,Lamiaceae,Ballota,Germany,Salziger_See,Continental,Plant
Diplotaxis tenuifolia (Salziger_See),Brassicales,Brassicaceae,Diplotaxis,Germany,Salziger_See,Continental,Plant
Sisymbrium loeselii (Salziger_See),Brassicales,Brassicaceae,Sisymbrium,Germany,Salziger_See,Continental,Plant
Tragopogon dubius (Salziger_See),Asterales,Asteraceae,Tragopogon,Germany,Salziger_See,Continental,Plant
Cirsium arvense (Salziger_See),Asterales,Asteraceae,Cirsium,Germany,Salziger_See,Continental,Plant
Achillea millefolium (Salziger_See),Asterales,Asteraceae,Achillea,Germany,Salziger_See,Continental,Plant
Potentilla argentea (Salziger_See),Rosales,Rosaceae,Potentilla,Germany,Salziger_See,Continental,Plant
Hypericum perforatum (Salziger_See),Malpighiales,Hypericaceae,Hypericum,Germany,Salziger_See,Continental,Plant
Potentilla reptans (Salziger_See),Rosales,Rosaceae,Potentilla,Germany,Salziger_See,Continental,Plant
Lamium purpureum (Salziger_See),Lamiales,Lamiaceae,Lamium,Germany,Salziger_See,Continental,Plant
Veronica arvensis (Salziger_See),Lamiales,Plantaginaceae,Veronica,Germany,Salziger_See,Continental,Plant
Myosotis arvensis (Salziger_See),Boraginales,Boraginaceae,Myosotis,Germany,Salziger_See,Continental,Plant
Malus sylvestris (Salziger_See),Rosales,Rosaceae,Malus,Germany,Salziger_See,Continental,Plant
Torilis japonica (Salziger_See),Apiales,Apiaceae,Torilis,Germany,Salziger_See,Continental,Plant
Sonchus asper (Salziger_See),Asterales,Asteraceae,Sonchus,Germany,Salziger_See,Continental,Plant
Papaver rhoeas (Salziger_See),Ranunculales,Papaveraceae,Papaver,Germany,Salziger_See,Continental,Plant
Rubus caesius (Salziger_See),Rosales,Rosaceae,Rubus,Germany,Salziger_See,Continental,Plant
Capsella bursa-pastoris (Salziger_See),Brassicales,Brassicaceae,Capsella,Germany,Salziger_See,Continental,Plant
Thymus praecox (Salziger_See),Lamiales,Lamiaceae,Thymus,Germany,Salziger_See,Continental,Plant
Medicago falcata (Salziger_See),Fabales,Fabaceae,Medicago,Germany,Salziger_See,Continental,Plant
Agrimonia eupatoria (Salziger_See),Rosales,Rosaceae,Agrimonia,Germany,Salziger_See,Continental,Plant
Tanacetum vulgare (Salziger_See),Asterales,Asteraceae,Tanacetum,Germany,Salziger_See,Continental,Plant
Lactuca serriola (Harzgerode),Asterales,Asteraceae,Lactuca,Germany,Harzgerode,Continental,Plant
Tanacetum vulgare (Harzgerode),Asterales,Asteraceae,Tanacetum,Germany,Harzgerode,Continental,Plant
Scorzoneroides autumnalis (Harzgerode),Asterales,Asteraceae,Scorzoneroides,Germany,Harzgerode,Continental,Plant
Cirsium arvense (Harzgerode),Asterales,Asteraceae,Cirsium,Germany,Harzgerode,Continental,Plant
Cirsium vulgare (Harzgerode),Asterales,Asteraceae,Cirsium,Germany,Harzgerode,Continental,Plant
Ranunculus acris (Harzgerode),Ranunculales,Ranunculaceae,Ranunculus,Germany,Harzgerode,Continental,Plant
Chaerophyllum aureum (Harzgerode),Apiales,Apiaceae,Chaerophyllum,Germany,Harzgerode,Continental,Plant
Vicia cracca (Harzgerode),Fabales,Fabaceae,Vicia,Germany,Harzgerode,Continental,Plant
Veronica chamaedrys (Harzgerode),Lamiales,Plantaginaceae,Veronica,Germany,Harzgerode,Continental,Plant
Trifolium pratense (Harzgerode),Fabales,Fabaceae,Trifolium,Germany,Harzgerode,Continental,Plant
Vicia sepium (Harzgerode),Fabales,Fabaceae,Vicia,Germany,Harzgerode,Continental,Plant
Rubus caesius (Harzgerode),Rosales,Rosaceae,Rubus,Germany,Harzgerode,Continental,Plant
Galium mollugo (Harzgerode),Gentianales,Rubiaceae,Galium,Germany,Harzgerode,Continental,Plant
Chamaenerion angustifolium (Harzgerode),Myrtales,Onagraceae,Chamaenerion,Germany,Harzgerode,Continental,Plant
Lathyrus pratensis (Harzgerode),Fabales,Fabaceae,Lathyrus,Germany,Harzgerode,Continental,Plant
Crepis biennis (Harzgerode),Asterales,Asteraceae,Crepis,Germany,Harzgerode,Continental,Plant
Trifolium repens (Harzgerode),Fabales,Fabaceae,Trifolium,Germany,Harzgerode,Continental,Plant
Lamium album (Harzgerode),Lamiales,Lamiaceae,Lamium,Germany,Harzgerode,Continental,Plant
Carduus crispus (Harzgerode),Asterales,Asteraceae,Carduus,Germany,Harzgerode,Continental,Plant
Heracleum sphondylium (Harzgerode),Apiales,Apiaceae,Heracleum,Germany,Harzgerode,Continental,Plant
Hypericum perforatum (Harzgerode),Malpighiales,Hypericaceae,Hypericum,Germany,Harzgerode,Continental,Plant
Vicia tetrasperma (Harzgerode),Fabales,Fabaceae,Vicia,Germany,Harzgerode,Continental,Plant
Campanula rotundifolia (Harzgerode),Asterales,Campanulaceae,Campanula,Germany,Harzgerode,Continental,Plant
Galeopsis tetrahit (Harzgerode),Lamiales,Lamiaceae,Galeopsis,Germany,Harzgerode,Continental,Plant
Knautia arvensis (Harzgerode),Dipsacales,Caprifoliaceae,Knautia,Germany,Harzgerode,Continental,Plant
Plantago lanceolata (Harzgerode),Lamiales,Plantaginaceae,Plantago,Germany,Harzgerode,Continental,Plant
Saxifraga granulata (Harzgerode),Saxifragales,Saxifragaceae,Saxifraga,Germany,Harzgerode,Continental,Plant
Medicago lupulina (Harzgerode),Fabales,Fabaceae,Medicago,Germany,Harzgerode,Continental,Plant
Rabelera holostea (Harzgerode),Caryophyllales,Caryophyllaceae,Rabelera,Germany,Harzgerode,Continental,Plant
Senecio nemorensis (Harzgerode),Asterales,Asteraceae,Senecio,Germany,Harzgerode,Continental,Plant
Senecio sylvaticus (Harzgerode),Asterales,Asteraceae,Senecio,Germany,Harzgerode,Continental,Plant
Achillea millefolium (Harzgerode),Asterales,Asteraceae,Achillea,Germany,Harzgerode,Continental,Plant
Solidago virgaurea (Harzgerode),Asterales,Asteraceae,Solidago,Germany,Harzgerode,Continental,Plant
Viola arvensis (Harzgerode),Malpighiales,Violaceae,Viola,Germany,Harzgerode,Continental,Plant
Rubus idaeus (Harzgerode),Rosales,Rosaceae,Rubus,Germany,Harzgerode,Continental,Plant
Epilobium tetragonum (Harzgerode),Myrtales,Onagraceae,Epilobium,Germany,Harzgerode,Continental,Plant
Tripleurospermum maritimum (Harzgerode),Asterales,Asteraceae,Tripleurospermum,Germany,Harzgerode,Continental,Plant
Ranunculus acris (Oschersleben),Ranunculales,Ranunculaceae,Ranunculus,Germany,Oschersleben,Atlantic,Plant
Althaea officinalis (Oschersleben),Malvales,Malvaceae,Althaea,Germany,Oschersleben,Atlantic,Plant
Tanacetum vulgare (Oschersleben),Asterales,Asteraceae,Tanacetum,Germany,Oschersleben,Atlantic,Plant
Onopordum acanthium (Oschersleben),Asterales,Asteraceae,Onopordum,Germany,Oschersleben,Atlantic,Plant
Reseda lutea (Oschersleben),Brassicales,Resedaceae,Reseda,Germany,Oschersleben,Atlantic,Plant
Convolvulus arvensis (Oschersleben),Solanales,Convolvulaceae,Convolvulus,Germany,Oschersleben,Atlantic,Plant
Lamium album (Oschersleben),Lamiales,Lamiaceae,Lamium,Germany,Oschersleben,Atlantic,Plant
Anthriscus sylvestris (Oschersleben),Apiales,Apiaceae,Anthriscus,Germany,Oschersleben,Atlantic,Plant
Crataegus monogyna (Oschersleben),Rosales,Rosaceae,Crataegus,Germany,Oschersleben,Atlantic,Plant
Tripleurospermum maritimum (Oschersleben),Asterales,Asteraceae,Tripleurospermum,Germany,Oschersleben,Atlantic,Plant
Papaver rhoeas (Oschersleben),Ranunculales,Papaveraceae,Papaver,Germany,Oschersleben,Atlantic,Plant
Falcaria vulgaris (Oschersleben),Apiales,Apiaceae,Falcaria,Germany,Oschersleben,Atlantic,Plant
Malva sylvestris (Oschersleben),Malvales,Malvaceae,Malva,Germany,Oschersleben,Atlantic,Plant
Lactuca serriola (Oschersleben),Asterales,Asteraceae,Lactuca,Germany,Oschersleben,Atlantic,Plant
Arctium tomentosum (Oschersleben),Asterales,Asteraceae,Arctium,Germany,Oschersleben,Atlantic,Plant
Carduus acanthoides (Oschersleben),Asterales,Asteraceae,Carduus,Germany,Oschersleben,Atlantic,Plant
Cirsium arvense (Oschersleben),Asterales,Asteraceae,Cirsium,Germany,Oschersleben,Atlantic,Plant
Cirsium palustre (Oschersleben),Asterales,Asteraceae,Cirsium,Germany,Oschersleben,Atlantic,Plant
Veronica chamaedrys (Oschersleben),Lamiales,Plantaginaceae,Veronica,Germany,Oschersleben,Atlantic,Plant
Leucanthemum vulgare (Oschersleben),Asterales,Asteraceae,Leucanthemum,Germany,Oschersleben,Atlantic,Plant
Trifolium dubium (Oschersleben),Fabales,Fabaceae,Trifolium,Germany,Oschersleben,Atlantic,Plant
Symphytum officinale (Oschersleben),Boraginales,Boraginaceae,Symphytum,Germany,Oschersleben,Atlantic,Plant
Potentilla reptans (Oschersleben),Rosales,Rosaceae,Potentilla,Germany,Oschersleben,Atlantic,Plant
Stachys palustris (Oschersleben),Lamiales,Lamiaceae,Stachys,Germany,Oschersleben,Atlantic,Plant
Cirsium oleraceum (Oschersleben),Asterales,Asteraceae,Cirsium,Germany,Oschersleben,Atlantic,Plant
Chelidonium majus (Oschersleben),Ranunculales,Papaveraceae,Chelidonium,Germany,Oschersleben,Atlantic,Plant
Lonicera tatarica (Oschersleben),Dipsacales,Caprifoliaceae,Lonicera,Germany,Oschersleben,Atlantic,Plant
Ballota nigra (Oschersleben),Lamiales,Lamiaceae,Ballota,Germany,Oschersleben,Atlantic,Plant
Galium mollugo (Oschersleben),Gentianales,Rubiaceae,Galium,Germany,Oschersleben,Atlantic,Plant
Carduus crispus (Oschersleben),Asterales,Asteraceae,Carduus,Germany,Oschersleben,Atlantic,Plant
Picris hieracioides (Oschersleben),Asterales,Asteraceae,Picris,Germany,Oschersleben,Atlantic,Plant
Phacelia tanacetifolia (Greifenhagen),Boraginales,Hydrophyllaceae,Phacelia,Germany,Greifenhagen,Continental,Plant
Tripleurospermum maritimum (Greifenhagen),Asterales,Asteraceae,Tripleurospermum,Germany,Greifenhagen,Continental,Plant
Centaurea jacea (Greifenhagen),Asterales,Asteraceae,Centaurea,Germany,Greifenhagen,Continental,Plant
Centaurea cyanus (Greifenhagen),Asterales,Asteraceae,Centaurea,Germany,Greifenhagen,Continental,Plant
Galium verum (Greifenhagen),Gentianales,Rubiaceae,Galium,Germany,Greifenhagen,Continental,Plant
Convolvulus arvensis (Greifenhagen),Solanales,Convolvulaceae,Convolvulus,Germany,Greifenhagen,Continental,Plant
Echium vulgare (Greifenhagen),Boraginales,Boraginaceae,Echium,Germany,Greifenhagen,Continental,Plant
Onopordum acanthium (Greifenhagen),Asterales,Asteraceae,Onopordum,Germany,Greifenhagen,Continental,Plant
Achillea millefolium (Greifenhagen),Asterales,Asteraceae,Achillea,Germany,Greifenhagen,Continental,Plant
Scorzoneroides autumnalis (Greifenhagen),Asterales,Asteraceae,Scorzoneroides,Germany,Greifenhagen,Continental,Plant
Trifolium repens (Greifenhagen),Fabales,Fabaceae,Trifolium,Germany,Greifenhagen,Continental,Plant
Lotus corniculatus (Greifenhagen),Fabales,Fabaceae,Lotus,Germany,Greifenhagen,Continental,Plant
Crepis biennis (Greifenhagen),Asterales,Asteraceae,Crepis,Germany,Greifenhagen,Continental,Plant
Tanacetum vulgare (Greifenhagen),Asterales,Asteraceae,Tanacetum,Germany,Greifenhagen,Continental,Plant
Campanula rotundifolia (Greifenhagen),Asterales,Campanulaceae,Campanula,Germany,Greifenhagen,Continental,Plant
Daucus carota (Greifenhagen),Apiales,Apiaceae,Daucus,Germany,Greifenhagen,Continental,Plant
Papaver rhoeas (Greifenhagen),Ranunculales,Papaveraceae,Papaver,Germany,Greifenhagen,Continental,Plant
Brassica napus (Greifenhagen),Brassicales,Brassicaceae,Brassica,Germany,Greifenhagen,Continental,Plant
Picris hieracioides (Greifenhagen),Asterales,Asteraceae,Picris,Germany,Greifenhagen,Continental,Plant
Agrimonia eupatoria (Greifenhagen),Rosales,Rosaceae,Agrimonia,Germany,Greifenhagen,Continental,Plant
Trifolium pratense (Greifenhagen),Fabales,Fabaceae,Trifolium,Germany,Greifenhagen,Continental,Plant
Knautia arvensis (Greifenhagen),Dipsacales,Caprifoliaceae,Knautia,Germany,Greifenhagen,Continental,Plant
Lamium album (Greifenhagen),Lamiales,Lamiaceae,Lamium,Germany,Greifenhagen,Continental,Plant
Ballota nigra (Greifenhagen),Lamiales,Lamiaceae,Ballota,Germany,Greifenhagen,Continental,Plant
Cirsium arvense (Greifenhagen),Asterales,Asteraceae,Cirsium,Germany,Greifenhagen,Continental,Plant
Chaerophyllum bulbosum (Greifenhagen),Apiales,Apiaceae,Chaerophyllum,Germany,Greifenhagen,Continental,Plant
Carduus crispus (Greifenhagen),Asterales,Asteraceae,Carduus,Germany,Greifenhagen,Continental,Plant
Heracleum sphondylium (Greifenhagen),Apiales,Apiaceae,Heracleum,Germany,Greifenhagen,Continental,Plant
Medicago sativa (Greifenhagen),Fabales,Fabaceae,Medicago,Germany,Greifenhagen,Continental,Plant
Arctium tomentosum (Greifenhagen),Asterales,Asteraceae,Arctium,Germany,Greifenhagen,Continental,Plant
Malva sylvestris (Greifenhagen),Malvales,Malvaceae,Malva,Germany,Greifenhagen,Continental,Plant
Hypericum perforatum (Greifenhagen),Malpighiales,Hypericaceae,Hypericum,Germany,Greifenhagen,Continental,Plant
Anthriscus sylvestris (Greifenhagen),Apiales,Apiaceae,Anthriscus,Germany,Greifenhagen,Continental,Plant
Echium vulgare (Klobikau),Boraginales,Boraginaceae,Echium,Germany,Klobikau,Continental,Plant
Vicia faba (Klobikau),Fabales,Fabaceae,Vicia,Germany,Klobikau,Continental,Plant
Papaver rhoeas (Klobikau),Ranunculales,Papaveraceae,Papaver,Germany,Klobikau,Continental,Plant
Plantago lanceolata (Klobikau),Lamiales,Plantaginaceae,Plantago,Germany,Klobikau,Continental,Plant
Carduus acanthoides (Klobikau),Asterales,Asteraceae,Carduus,Germany,Klobikau,Continental,Plant
Falcaria vulgaris (Klobikau),Apiales,Apiaceae,Falcaria,Germany,Klobikau,Continental,Plant
Malus sylvestris (Klobikau),Rosales,Rosaceae,Malus,Germany,Klobikau,Continental,Plant
Salix alba (Klobikau),Malpighiales,Salicaceae,Salix,Germany,Klobikau,Continental,Plant
Rubus caesius (Klobikau),Rosales,Rosaceae,Rubus,Germany,Klobikau,Continental,Plant
Trifolium pratense (Klobikau),Fabales,Fabaceae,Trifolium,Germany,Klobikau,Continental,Plant
Lotus corniculatus (Klobikau),Fabales,Fabaceae,Lotus,Germany,Klobikau,Continental,Plant
Hypericum perforatum (Klobikau),Malpighiales,Hypericaceae,Hypericum,Germany,Klobikau,Continental,Plant
Melilotus albus (Klobikau),Fabales,Fabaceae,Melilotus,Germany,Klobikau,Continental,Plant
Centaurea stoebe (Klobikau),Asterales,Asteraceae,Centaurea,Germany,Klobikau,Continental,Plant
Acer pseudoplatanus (Klobikau),Sapindales,Sapindaceae,Acer,Germany,Klobikau,Continental,Plant
Cerastium fontanum (Klobikau),Caryophyllales,Caryophyllaceae,Cerastium,Germany,Klobikau,Continental,Plant
Prunus mahaleb (Klobikau),Rosales,Rosaceae,Prunus,Germany,Klobikau,Continental,Plant
Glechoma hederacea (Klobikau),Lamiales,Lamiaceae,Glechoma,Germany,Klobikau,Continental,Plant
Lepidium draba (Klobikau),Brassicales,Brassicaceae,Lepidium,Germany,Klobikau,Continental,Plant
Acer campestre (Klobikau),Sapindales,Sapindaceae,Acer,Germany,Klobikau,Continental,Plant
Lamium purpureum (Klobikau),Lamiales,Lamiaceae,Lamium,Germany,Klobikau,Continental,Plant
Conium maculatum (Klobikau),Apiales,Apiaceae,Conium,Germany,Klobikau,Continental,Plant
Symphoricarpos albus (Klobikau),Dipsacales,Caprifoliaceae,Symphoricarpos,Germany,Klobikau,Continental,Plant
Centaurea jacea (Klobikau),Asterales,Asteraceae,Centaurea,Germany,Klobikau,Continental,Plant
Reseda luteola (Klobikau),Brassicales,Resedaceae,Reseda,Germany,Klobikau,Continental,Plant
Centaurea scabiosa (Klobikau),Asterales,Asteraceae,Centaurea,Germany,Klobikau,Continental,Plant
Achillea millefolium (Klobikau),Asterales,Asteraceae,Achillea,Germany,Klobikau,Continental,Plant
Picris hieracioides (Klobikau),Asterales,Asteraceae,Picris,Germany,Klobikau,Continental,Plant
Cirsium arvense (Klobikau),Asterales,Asteraceae,Cirsium,Germany,Klobikau,Continental,Plant
Daucus carota (Klobikau),Apiales,Apiaceae,Daucus,Germany,Klobikau,Continental,Plant
Trifolium repens (Klobikau),Fabales,Fabaceae,Trifolium,Germany,Klobikau,Continental,Plant
