Source,Target,Weight
Coleoptera (CarrerBetlem),Malvales (CarrerBetlem),345
Coleoptera (Chios),Apiales (Chios),758
Coleoptera (Chios),Asparagales (Chios),14
Coleoptera (Chios),Asterales (Chios),475
Coleoptera (Chios),Fabales (Chios),123
Coleoptera (Chios),Lamiales (Chios),524
Coleoptera (Chios),Malpighiales (Chios),9
Coleoptera (Chios),Malvales (Chios),596
Coleoptera (Chios),Saxifragales (Chios),17
Coleoptera (CikÃ¡nka),Saxifragales (CikÃ¡nka),1
Coleoptera (Coimbra),Cornales (Coimbra),8
Coleoptera (Coimbra),Dipsacales (Coimbra),2
Coleoptera (Coimbra),Ericales (Coimbra),3
Coleoptera (Coimbra),Fabales (Coimbra),3
Coleoptera (Coimbra),Myrtales (Coimbra),3
Coleoptera (Coimbra),Rosales (Coimbra),48
Coleoptera (Convento_de_la_luz),Malvales (Convento_de_la_luz),9
Coleoptera (CÃ´te d'or),Apiales (CÃ´te d'or),1
Coleoptera (CÃ´te d'or),Brassicales (CÃ´te d'or),3
Coleoptera (CÃ´te d'or),Dipsacales (CÃ´te d'or),1
Coleoptera (CÃ´te d'or),Fabales (CÃ´te d'or),1
Coleoptera (CÃ´te d'or),Ranunculales (CÃ´te d'or),22
Coleoptera (CÃ´te d'or),Rosales (CÃ´te d'or),4
Coleoptera (El_pinar),Malvales (El_pinar),3
Coleoptera (El_pozo),Malvales (El_pozo),3
Coleoptera (Erlenbachova bouda),Asterales (Erlenbachova bouda),3
Coleoptera (Erlenbachova bouda),Caryophyllales (Erlenbachova bouda),1
Coleoptera (Erlenbachova bouda),Ranunculales (Erlenbachova bouda),2
Coleoptera (EsCabanells),Apiales (EsCabanells),1
Coleoptera (EsCabanells),Asparagales (EsCabanells),16
Coleoptera (EsCabanells),Asterales (EsCabanells),21
Coleoptera (EsCabanells),Gentianales (EsCabanells),3
Coleoptera (EsCabanells),Malvales (EsCabanells),377
Coleoptera (EsCapdella),Apiales (EsCapdella),31
Coleoptera (EsCapdella),Asparagales (EsCapdella),21
Coleoptera (EsCapdella),Asterales (EsCapdella),117
Coleoptera (EsCapdella),Brassicales (EsCapdella),6
Coleoptera (EsCapdella),Dipsacales (EsCapdella),4
Coleoptera (EsCapdella),Fabales (EsCapdella),12
Coleoptera (EsCapdella),Gentianales (EsCapdella),1
Coleoptera (EsCapdella),Malvales (EsCapdella),173
Coleoptera (EsCapdella),Oxalidales (EsCapdella),5
Coleoptera (EsCapdella),Solanales (EsCapdella),4
Coleoptera (Esparragal),Malvales (Esparragal),2
Coleoptera (Esporles),Asparagales (Esporles),101
Coleoptera (Esporles),Asterales (Esporles),7
Coleoptera (Esporles),Dipsacales (Esporles),4
Coleoptera (Esporles),Fabales (Esporles),2
Coleoptera (Esporles),Lamiales (Esporles),1
Coleoptera (Esporles),Malvales (Esporles),253
Coleoptera (FajtÅ¯v kopec),Apiales (FajtÅ¯v kopec),2
Coleoptera (FajtÅ¯v kopec),Asterales (FajtÅ¯v kopec),811
Coleoptera (Folegandros),Asterales (Folegandros),6
Coleoptera (HavranickÃ© vÅesoviÅ¡tÄ),Asterales (HavranickÃ© vÅesoviÅ¡tÄ),25
Coleoptera (HavranickÃ© vÅesoviÅ¡tÄ),Malpighiales (HavranickÃ© vÅesoviÅ¡tÄ),2
Coleoptera (Horbylunde_2005),Asterales (Horbylunde_2005),2
Coleoptera (Horbylunde_2005),Ericales (Horbylunde_2005),23
Coleoptera (Horbylunde_2005),Gentianales (Horbylunde_2005),24
Coleoptera (Horbylunde_2005),Malpighiales (Horbylunde_2005),1
Coleoptera (HornÃ­ BeÄva),Apiales (HornÃ­ BeÄva),3
Coleoptera (HornÃ­ BeÄva),Asterales (HornÃ­ BeÄva),10
Coleoptera (Isen_Bjerg_2004),Asterales (Isen_Bjerg_2004),5
Coleoptera (Isen_Bjerg_2004),Ericales (Isen_Bjerg_2004),7
Coleoptera (Isen_Bjerg_2004),Gentianales (Isen_Bjerg_2004),4
Coleoptera (Isen_Bjerg_2004),Malpighiales (Isen_Bjerg_2004),9
Coleoptera (Isen_Bjerg_2004),Rosales (Isen_Bjerg_2004),1
Coleoptera (Isen_Bjerg_2005),Asterales (Isen_Bjerg_2005),9
Coleoptera (Isen_Bjerg_2005),Ericales (Isen_Bjerg_2005),18
Coleoptera (Isen_Bjerg_2005),Gentianales (Isen_Bjerg_2005),5
Coleoptera (Isen_Bjerg_2005),Malpighiales (Isen_Bjerg_2005),3
Coleoptera (Isen_Bjerg_2005),Rosales (Isen_Bjerg_2005),7
Coleoptera (JanskÃ© LÃ¡znÄ),Ranunculales (JanskÃ© LÃ¡znÄ),3
Coleoptera (K Handrkovu),Dipsacales (K Handrkovu),1
Coleoptera (Kea),Apiales (Kea),23
Coleoptera (Kea),Asterales (Kea),112
Coleoptera (Kea),Lamiales (Kea),11
Coleoptera (KonÄprusy),Dipsacales (KonÄprusy),1
Coleoptera (Kythnos),Apiales (Kythnos),1
Coleoptera (Kythnos),Asparagales (Kythnos),3
Coleoptera (Kythnos),Asterales (Kythnos),216
Coleoptera (Kythnos),Brassicales (Kythnos),8
Coleoptera (Kythnos),Lamiales (Kythnos),15
Coleoptera (Kythnos),Ranunculales (Kythnos),1
Coleoptera (KÅiÅ¾anov),Asterales (KÅiÅ¾anov),76
Coleoptera (KÅiÅ¾anov),Dipsacales (KÅiÅ¾anov),2
Coleoptera (KÅiÅ¾anov),Ranunculales (KÅiÅ¾anov),12
Coleoptera (La_cunya),Malvales (La_cunya),2
Coleoptera (Las_mulas),Malvales (Las_mulas),4
Coleoptera (Lesvos),Asterales (Lesvos),358
Coleoptera (Lesvos),Brassicales (Lesvos),25
Coleoptera (Lesvos),Fabales (Lesvos),3
Coleoptera (Lesvos),Lamiales (Lesvos),6
Coleoptera (Lesvos),Ranunculales (Lesvos),3
Coleoptera (Louka pod Å obesem),Asterales (Louka pod Å obesem),471
Coleoptera (Louka pod Å obesem),Dipsacales (Louka pod Å obesem),6
Coleoptera (Louka pod Å obesem),Fabales (Louka pod Å obesem),4
Coleoptera (Louka pod Å obesem),Malpighiales (Louka pod Å obesem),12
Coleoptera (Menorca),Apiales (Menorca),112
Coleoptera (Menorca),Asparagales (Menorca),15
Coleoptera (Menorca),Asterales (Menorca),646
Coleoptera (Menorca),Boraginales (Menorca),21
Coleoptera (Menorca),Brassicales (Menorca),9
Coleoptera (Menorca),Caryophyllales (Menorca),14
Coleoptera (Menorca),Dipsacales (Menorca),13
Coleoptera (Menorca),Ericales (Menorca),1
Coleoptera (Menorca),Fabales (Menorca),45
Coleoptera (Menorca),Lamiales (Menorca),11
Coleoptera (Menorca),Malpighiales (Menorca),2
Coleoptera (Menorca),Malvales (Menorca),17
Coleoptera (Menorca),Ranunculales (Menorca),10
Coleoptera (Menorca),Rosales (Menorca),98
Coleoptera (Menorca),Solanales (Menorca),15
Coleoptera (MilovickÃ¡ strÃ¡Å),Gentianales (MilovickÃ¡ strÃ¡Å),1
Coleoptera (MilÃ­kov),Ranunculales (MilÃ­kov),2
Coleoptera (MontiSion),Asparagales (MontiSion),49
Coleoptera (MontiSion),Asterales (MontiSion),2
Coleoptera (MontiSion),Gentianales (MontiSion),1
Coleoptera (MontiSion),Lamiales (MontiSion),1
Coleoptera (MontiSion),Malvales (MontiSion),139
Coleoptera (Mt. Lesima (Brallo di Pregola)),Asterales (Mt. Lesima (Brallo di Pregola)),1
Coleoptera (Mt. Lesima (Brallo di Pregola)),Dipsacales (Mt. Lesima (Brallo di Pregola)),1
Coleoptera (Mt. Lesima (Brallo di Pregola)),Malpighiales (Mt. Lesima (Brallo di Pregola)),5
Coleoptera (Muro),Apiales (Muro),225
Coleoptera (Muro),Asparagales (Muro),52
Coleoptera (Muro),Asterales (Muro),285
Coleoptera (Muro),Dipsacales (Muro),33
Coleoptera (Muro),Fabales (Muro),8
Coleoptera (Muro),Lamiales (Muro),8
Coleoptera (Muro),Malpighiales (Muro),10
Coleoptera (NekoÅ),Fabales (NekoÅ),2
Coleoptera (NesmÄÅ),Apiales (NesmÄÅ),2
Coleoptera (Niebla),Asterales (Niebla),2
Coleoptera (Niebla),Lamiales (Niebla),3
Coleoptera (Niebla),Malvales (Niebla),3
Coleoptera (Orozko),Apiales (Orozko),1
Coleoptera (Orozko),Lamiales (Orozko),1
Coleoptera (Ostrov nad OhÅÃ­),Ranunculales (Ostrov nad OhÅÃ­),1
Coleoptera (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),Asterales (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),2
Coleoptera (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),Rosales (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),1
Coleoptera (PetÅÃ­n),Apiales (PetÅÃ­n),2
Coleoptera (PetÅÃ­n),Asterales (PetÅÃ­n),2
Coleoptera (Pinares_de_hinojos),Malvales (Pinares_de_hinojos),4
Coleoptera (Popova Å apka),Ranunculales (Popova Å apka),2
Coleoptera (PouzdÅany),Apiales (PouzdÅany),1
Coleoptera (Puntiro),Apiales (Puntiro),32
Coleoptera (Puntiro),Asparagales (Puntiro),39
Coleoptera (Puntiro),Asterales (Puntiro),57
Coleoptera (Puntiro),Fabales (Puntiro),1
Coleoptera (Puntiro),Lamiales (Puntiro),2
Coleoptera (Puntiro),Malpighiales (Puntiro),1
Coleoptera (Puntiro),Malvales (Puntiro),149
Coleoptera (Retzbach),Asterales (Retzbach),18
Coleoptera (Retzbach),Rosales (Retzbach),30
Coleoptera (Ruda),Ranunculales (Ruda),1
Coleoptera (SaRitxola),Apiales (SaRitxola),160
Coleoptera (SaRitxola),Asparagales (SaRitxola),12
Coleoptera (SaRitxola),Asterales (SaRitxola),31
Coleoptera (SaRitxola),Dipsacales (SaRitxola),1
Coleoptera (SaRitxola),Fabales (SaRitxola),2
Coleoptera (SaRitxola),Gentianales (SaRitxola),2
Coleoptera (SaRitxola),Malpighiales (SaRitxola),1
Coleoptera (SaRitxola),Malvales (SaRitxola),79
Coleoptera (SaRitxola),Sapindales (SaRitxola),1
Coleoptera (SaRitxola),Solanales (SaRitxola),5
Coleoptera (Santorini),Asparagales (Santorini),1
Coleoptera (Santorini),Asterales (Santorini),355
Coleoptera (Santorini),Boraginales (Santorini),156
Coleoptera (Santorini),Ranunculales (Santorini),18
Coleoptera (Scania),Apiales (Scania),4
Coleoptera (Scania),Asterales (Scania),352
Coleoptera (Scania),Brassicales (Scania),4
Coleoptera (Scania),Caryophyllales (Scania),14
Coleoptera (Scania),Dipsacales (Scania),24
Coleoptera (Scania),Fabales (Scania),15
Coleoptera (Scania),Gentianales (Scania),16
Coleoptera (Scania),Lamiales (Scania),5
Coleoptera (Scania),Malpighiales (Scania),2
Coleoptera (Scania),Ranunculales (Scania),51
Coleoptera (Scania),Rosales (Scania),50
Coleoptera (Scania),Saxifragales (Scania),16
Coleoptera (Serifos),Apiales (Serifos),3
Coleoptera (Serifos),Asparagales (Serifos),5
Coleoptera (Serifos),Asterales (Serifos),54
Coleoptera (Serifos),Malvales (Serifos),34
Coleoptera (Sierra de Guadarrama),Asterales (Sierra de Guadarrama),86
Coleoptera (Sierra de Guadarrama),Brassicales (Sierra de Guadarrama),1
Coleoptera (Sierra de Guadarrama),Caryophyllales (Sierra de Guadarrama),14
Coleoptera (Sierra de Guadarrama),Fabales (Sierra de Guadarrama),98
Coleoptera (Sierra de Guadarrama),Lamiales (Sierra de Guadarrama),1
Coleoptera (Sierra de Guadarrama),Liliales (Sierra de Guadarrama),1
Coleoptera (Skov_Olesen_2004),Asterales (Skov_Olesen_2004),59
Coleoptera (Skov_Olesen_2004),Ericales (Skov_Olesen_2004),4
Coleoptera (Skov_Olesen_2004),Fabales (Skov_Olesen_2004),5
Coleoptera (Skov_Olesen_2004),Gentianales (Skov_Olesen_2004),2
Coleoptera (Skov_Olesen_2004),Malpighiales (Skov_Olesen_2004),6
Coleoptera (Skov_Olesen_2004),Rosales (Skov_Olesen_2004),8
Coleoptera (SonBaco),Asparagales (SonBaco),64
Coleoptera (SonBaco),Asterales (SonBaco),1
Coleoptera (SonBaco),Gentianales (SonBaco),1
Coleoptera (SonBaco),Lamiales (SonBaco),1
Coleoptera (SonBaco),Malvales (SonBaco),59
Coleoptera (SonDoblons),Apiales (SonDoblons),32
Coleoptera (SonDoblons),Asparagales (SonDoblons),18
Coleoptera (SonDoblons),Asterales (SonDoblons),3
Coleoptera (SonDoblons),Gentianales (SonDoblons),1
Coleoptera (SonDoblons),Malpighiales (SonDoblons),1
Coleoptera (SonDoblons),Malvales (SonDoblons),147
Coleoptera (SonForteza),Apiales (SonForteza),38
Coleoptera (SonForteza),Asparagales (SonForteza),31
Coleoptera (SonForteza),Asterales (SonForteza),137
Coleoptera (SonForteza),Brassicales (SonForteza),1
Coleoptera (SonForteza),Dipsacales (SonForteza),8
Coleoptera (SonForteza),Fabales (SonForteza),16
Coleoptera (SonForteza),Lamiales (SonForteza),3
Coleoptera (SonForteza),Sapindales (SonForteza),2
Coleoptera (SonForteza),Solanales (SonForteza),2
Coleoptera (SonGinard),Apiales (SonGinard),17
Coleoptera (SonGinard),Asparagales (SonGinard),60
Coleoptera (SonGinard),Asterales (SonGinard),282
Coleoptera (SonGinard),Boraginales (SonGinard),1
Coleoptera (SonGinard),Gentianales (SonGinard),2
Coleoptera (SonGinard),Lamiales (SonGinard),1
Coleoptera (SonGinard),Malvales (SonGinard),58
Coleoptera (SonGinard),Oxalidales (SonGinard),1
Coleoptera (SonGinard),Ranunculales (SonGinard),1
Coleoptera (SonGinard),Solanales (SonGinard),4
Coleoptera (SonGual),Apiales (SonGual),1
Coleoptera (SonGual),Asparagales (SonGual),7
Coleoptera (SonGual),Asterales (SonGual),7
Coleoptera (SonGual),Lamiales (SonGual),2
Coleoptera (SonGual),Malvales (SonGual),114
Coleoptera (SonMutNou),Apiales (SonMutNou),1
Coleoptera (SonMutNou),Asparagales (SonMutNou),43
Coleoptera (SonMutNou),Asterales (SonMutNou),2
Coleoptera (SonMutNou),Lamiales (SonMutNou),1
Coleoptera (SonMutNou),Malvales (SonMutNou),72
Coleoptera (SonSali),Asparagales (SonSali),36
Coleoptera (SonSali),Asterales (SonSali),2
Coleoptera (SonSali),Lamiales (SonSali),3
Coleoptera (SonSali),Malvales (SonSali),92
Coleoptera (SonSali),Ranunculales (SonSali),1
Coleoptera (Sopotnica),Rosales (Sopotnica),7
Coleoptera (UIB),Apiales (UIB),51
Coleoptera (UIB),Asparagales (UIB),113
Coleoptera (UIB),Asterales (UIB),289
Coleoptera (UIB),Dipsacales (UIB),7
Coleoptera (UIB),Fabales (UIB),1
Coleoptera (UIB),Malpighiales (UIB),56
Coleoptera (UIB),Malvales (UIB),45
Coleoptera (UIB),Solanales (UIB),1
Coleoptera (Vale de Prazeres),Asterales (Vale de Prazeres),362
Coleoptera (Vale de Prazeres),Boraginales (Vale de Prazeres),6
Coleoptera (Vale de Prazeres),Brassicales (Vale de Prazeres),39
Coleoptera (Vale de Prazeres),Fabales (Vale de Prazeres),4
Coleoptera (Vale de Prazeres),Lamiales (Vale de Prazeres),2
Coleoptera (Vale de Prazeres),Malvales (Vale de Prazeres),122
Coleoptera (Villamanrique_este),Malvales (Villamanrique_este),6
Coleoptera (Villamanrique_sur),Asterales (Villamanrique_sur),3
Coleoptera (kemp),Asterales (kemp),6
Coleoptera (kemp),Fabales (kemp),2
Coleoptera (kopec u Cheremysivka),Asterales (kopec u Cheremysivka),1
Coleoptera (sHeretat),Apiales (sHeretat),78
Coleoptera (sHeretat),Asparagales (sHeretat),23
Coleoptera (sHeretat),Asterales (sHeretat),214
Coleoptera (sHeretat),Brassicales (sHeretat),1
Coleoptera (sHeretat),Dipsacales (sHeretat),58
Coleoptera (sHeretat),Fabales (sHeretat),1
Coleoptera (sHeretat),Lamiales (sHeretat),16
Coleoptera (sHeretat),Malpighiales (sHeretat),2
Coleoptera (sHeretat),Malvales (sHeretat),74
Coleoptera (sHeretat),Ranunculales (sHeretat),1
Coleoptera (sHeretat),Rosales (sHeretat),1
Coleoptera (sHeretat),Solanales (sHeretat),22
Coleoptera (step u Antonivka),Apiales (step u Antonivka),1
Coleoptera (Ãbarok),Asterales (Ãbarok),1
Coleoptera (Å obes),Asterales (Å obes),12
Coleoptera (Å obes),Caryophyllales (Å obes),1
Coleoptera (Å obes),Fabales (Å obes),1
Coleoptera (Å obes),Rosales (Å obes),4
Diptera (AleÅ¡ovskÃ© pÃ­sky (OleÅ¡skÃ© pÃ­sky)),Asterales (AleÅ¡ovskÃ© pÃ­sky (OleÅ¡skÃ© pÃ­sky)),5
Diptera (Allika),Apiales (Allika),10
Diptera (Allika),Asterales (Allika),33
Diptera (Allika),Caryophyllales (Allika),2
Diptera (Allika),Lamiales (Allika),2
Diptera (AloeVera),Apiales (AloeVera),6
Diptera (AloeVera),Asparagales (AloeVera),1
Diptera (AloeVera),Asterales (AloeVera),1
Diptera (AloeVera),Liliales (AloeVera),4
Diptera (AloeVera),Malvales (AloeVera),24
Diptera (Along south-eastern Ireland),Apiales (Along south-eastern Ireland),12
Diptera (Along south-eastern Ireland),Asterales (Along south-eastern Ireland),122
Diptera (Along south-eastern Ireland),Fabales (Along south-eastern Ireland),10
Diptera (Along south-eastern Ireland),Gentianales (Along south-eastern Ireland),11
Diptera (Along south-eastern Ireland),Lamiales (Along south-eastern Ireland),4
Diptera (Along south-eastern Ireland),Ranunculales (Along south-eastern Ireland),2
Diptera (Along south-eastern Ireland),Rosales (Along south-eastern Ireland),12
Diptera (Anafi),Asparagales (Anafi),6
Diptera (Anafi),Asterales (Anafi),74
Diptera (Anafi),Boraginales (Anafi),1
Diptera (Anafi),Brassicales (Anafi),1
Diptera (Anafi),Lamiales (Anafi),32
Diptera (Anafi),Malpighiales (Anafi),7
Diptera (Anafi),Saxifragales (Anafi),4
Diptera (Andreis),Asterales (Andreis),14
Diptera (Andreis),Dipsacales (Andreis),2
Diptera (Andreis),Lamiales (Andreis),1
Diptera (Andreis),Malpighiales (Andreis),4
Diptera (Andreis),Ranunculales (Andreis),2
Diptera (Aschersleben),Asparagales (Aschersleben),1
Diptera (Aschersleben),Asterales (Aschersleben),7
Diptera (Aschersleben),Caryophyllales (Aschersleben),1
Diptera (Aschersleben),Dipsacales (Aschersleben),1
Diptera (Aschersleben),Fabales (Aschersleben),1
Diptera (Aschersleben),Gentianales (Aschersleben),3
Diptera (Aschersleben),Lamiales (Aschersleben),1
Diptera (Auronzo di Cadore),Apiales (Auronzo di Cadore),2
Diptera (Auronzo di Cadore),Asterales (Auronzo di Cadore),19
Diptera (Auronzo di Cadore),Caryophyllales (Auronzo di Cadore),3
Diptera (Auronzo di Cadore),Dipsacales (Auronzo di Cadore),5
Diptera (Auronzo di Cadore),Lamiales (Auronzo di Cadore),2
Diptera (Auronzo di Cadore),Ranunculales (Auronzo di Cadore),3
Diptera (Auronzo di Cadore),Rosales (Auronzo di Cadore),2
Diptera (Avio),Asterales (Avio),6
Diptera (Avio),Gentianales (Avio),3
Diptera (Avio),Lamiales (Avio),4
Diptera (Aznalcazar),Lamiales (Aznalcazar),1
Diptera (Aznalcazar),Malvales (Aznalcazar),6
Diptera (Badesti),Apiales (Badesti),1
Diptera (Badesti),Asterales (Badesti),10
Diptera (Badesti),Dipsacales (Badesti),2
Diptera (Badesti),Gentianales (Badesti),7
Diptera (Baisoara),Apiales (Baisoara),13
Diptera (Baisoara),Asterales (Baisoara),19
Diptera (Baisoara),Caryophyllales (Baisoara),2
Diptera (Baisoara),Dipsacales (Baisoara),10
Diptera (Baisoara),Fabales (Baisoara),1
Diptera (Baisoara),Lamiales (Baisoara),6
Diptera (Baisoara),Malvales (Baisoara),1
Diptera (Baisoara),Ranunculales (Baisoara),1
Diptera (Baisoara),Rosales (Baisoara),5
Diptera (Barai),Apiales (Barai),22
Diptera (Barai),Asparagales (Barai),1
Diptera (Barai),Asterales (Barai),8
Diptera (Barai),Dipsacales (Barai),2
Diptera (Barai),Fabales (Barai),1
Diptera (Barai),Gentianales (Barai),7
Diptera (Barai),Lamiales (Barai),1
Diptera (Bassano del Grappa),Apiales (Bassano del Grappa),12
Diptera (Bassano del Grappa),Asterales (Bassano del Grappa),24
Diptera (Bassano del Grappa),Ranunculales (Bassano del Grappa),3
Diptera (Berchtesgaden National Park),Alismatales (Berchtesgaden National Park),1
Diptera (Berchtesgaden National Park),Apiales (Berchtesgaden National Park),3651
Diptera (Berchtesgaden National Park),Asparagales (Berchtesgaden National Park),109
Diptera (Berchtesgaden National Park),Asterales (Berchtesgaden National Park),1663
Diptera (Berchtesgaden National Park),Boraginales (Berchtesgaden National Park),21
Diptera (Berchtesgaden National Park),Brassicales (Berchtesgaden National Park),91
Diptera (Berchtesgaden National Park),Caryophyllales (Berchtesgaden National Park),18
Diptera (Berchtesgaden National Park),Celastrales (Berchtesgaden National Park),223
Diptera (Berchtesgaden National Park),Dipsacales (Berchtesgaden National Park),155
Diptera (Berchtesgaden National Park),Ericales (Berchtesgaden National Park),33
Diptera (Berchtesgaden National Park),Fabales (Berchtesgaden National Park),21
Diptera (Berchtesgaden National Park),Gentianales (Berchtesgaden National Park),95
Diptera (Berchtesgaden National Park),Geraniales (Berchtesgaden National Park),33
Diptera (Berchtesgaden National Park),Lamiales (Berchtesgaden National Park),561
Diptera (Berchtesgaden National Park),Malpighiales (Berchtesgaden National Park),183
Diptera (Berchtesgaden National Park),Malvales (Berchtesgaden National Park),24
Diptera (Berchtesgaden National Park),Myrtales (Berchtesgaden National Park),1
Diptera (Berchtesgaden National Park),Ranunculales (Berchtesgaden National Park),1567
Diptera (Berchtesgaden National Park),Rosales (Berchtesgaden National Park),288
Diptera (Berchtesgaden National Park),Saxifragales (Berchtesgaden National Park),22
Diptera (Berchtesgaden National Park),Solanales (Berchtesgaden National Park),1
Diptera (Blandas),Apiales (Blandas),29
Diptera (Blandas),Asparagales (Blandas),10
Diptera (Blandas),Asterales (Blandas),98
Diptera (Blandas),Brassicales (Blandas),6
Diptera (Blandas),Buxales (Blandas),14
Diptera (Blandas),Caryophyllales (Blandas),14
Diptera (Blandas),Dipsacales (Blandas),62
Diptera (Blandas),Ericales (Blandas),1
Diptera (Blandas),Fabales (Blandas),15
Diptera (Blandas),Gentianales (Blandas),2
Diptera (Blandas),Lamiales (Blandas),35
Diptera (Blandas),Malpighiales (Blandas),49
Diptera (Blandas),Malvales (Blandas),25
Diptera (Blandas),Ranunculales (Blandas),16
Diptera (Blandas),Rosales (Blandas),12
Diptera (Blandas),Saxifragales (Blandas),5
Diptera (Blandas),Solanales (Blandas),1
Diptera (Bonares),Malvales (Bonares),7
Diptera (Borgo Valsugana),Apiales (Borgo Valsugana),7
Diptera (Borgo Valsugana),Asterales (Borgo Valsugana),129
Diptera (Borgo Valsugana),Caryophyllales (Borgo Valsugana),10
Diptera (Borgo Valsugana),Dipsacales (Borgo Valsugana),14
Diptera (Borgo Valsugana),Ericales (Borgo Valsugana),2
Diptera (Borgo Valsugana),Fabales (Borgo Valsugana),14
Diptera (Borgo Valsugana),Lamiales (Borgo Valsugana),26
Diptera (Borgo Valsugana),Malpighiales (Borgo Valsugana),2
Diptera (Borgo Valsugana),Myrtales (Borgo Valsugana),1
Diptera (Borgo Valsugana),Oxalidales (Borgo Valsugana),1
Diptera (Borgo Valsugana),Ranunculales (Borgo Valsugana),4
Diptera (Borgo Valsugana),Rosales (Borgo Valsugana),2
Diptera (Borgo Valsugana),Solanales (Borgo Valsugana),2
Diptera (Borgoricco),Apiales (Borgoricco),39
Diptera (Borgoricco),Asterales (Borgoricco),375
Diptera (Borgoricco),Caryophyllales (Borgoricco),21
Diptera (Borgoricco),Cornales (Borgoricco),8
Diptera (Borgoricco),Dipsacales (Borgoricco),4
Diptera (Borgoricco),Ericales (Borgoricco),2
Diptera (Borgoricco),Fabales (Borgoricco),48
Diptera (Borgoricco),Lamiales (Borgoricco),36
Diptera (Borgoricco),Myrtales (Borgoricco),73
Diptera (Borgoricco),Oxalidales (Borgoricco),4
Diptera (Borgoricco),Ranunculales (Borgoricco),6
Diptera (Borgoricco),Rosales (Borgoricco),118
Diptera (Borgoricco),Solanales (Borgoricco),50
Diptera (Borsa-Catun),Apiales (Borsa-Catun),3
Diptera (Borsa-Catun),Asterales (Borsa-Catun),11
Diptera (Borsa-Catun),Dipsacales (Borsa-Catun),1
Diptera (Borsa-Catun),Fabales (Borsa-Catun),1
Diptera (Borsa-Catun),Lamiales (Borsa-Catun),3
Diptera (Borsa-Catun),Malpighiales (Borsa-Catun),1
Diptera (Borsa-Catun),Solanales (Borsa-Catun),3
Diptera (Bosco Chiesanuova),Apiales (Bosco Chiesanuova),33
Diptera (Bosco Chiesanuova),Asterales (Bosco Chiesanuova),44
Diptera (Bosco Chiesanuova),Dipsacales (Bosco Chiesanuova),11
Diptera (Bosco Chiesanuova),Fabales (Bosco Chiesanuova),1
Diptera (Bosco Chiesanuova),Gentianales (Bosco Chiesanuova),1
Diptera (Bosco Chiesanuova),Lamiales (Bosco Chiesanuova),1
Diptera (Bosco Chiesanuova),Malpighiales (Bosco Chiesanuova),3
