Id,Country,Locality,Bioregion,Type
Boraginales (Beloeil) (Beloeil),Belgium,Beloeil,Atlantic,Plant
Dipsacales (Beloeil) (Beloeil),Belgium,Beloeil,Atlantic,Plant
Cornales (Beloeil) (Beloeil),Belgium,Beloeil,Atlantic,Plant
Solanales (Ciply) (Ciply),Belgium,Ciply,Atlantic,Plant
Apiales (Ciply) (Ciply),Belgium,Ciply,Atlantic,Plant
Asterales (Ciply) (Ciply),Belgium,Ciply,Atlantic,Plant
Lamiales (Antoing) (Antoing),Belgium,Antoing,Atlantic,Plant
Brassicales (Quaregnon) (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Asterales (Quaregnon) (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Lamiales (Quaregnon) (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Rosales (Quaregnon) (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Boraginales (Quaregnon) (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Caryophyllales (Quaregnon) (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Ranunculales (Quaregnon) (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Asterales (Warchin) (Warchin),Belgium,Warchin,Atlantic,Plant
Ranunculales (Warchin) (Warchin),Belgium,Warchin,Atlantic,Plant
Fabales (Warchin) (Warchin),Belgium,Warchin,Atlantic,Plant
Lamiales (Warchin) (Warchin),Belgium,Warchin,Atlantic,Plant
Poales (Warchin) (Warchin),Belgium,Warchin,Atlantic,Plant
Asterales (Colfontaine) (Colfontaine),Belgium,Colfontaine,Atlantic,Plant
Fabales (Colfontaine) (Colfontaine),Belgium,Colfontaine,Atlantic,Plant
Saxifragales (Mons) (Mons),Belgium,Mons,Atlantic,Plant
Ericales (Mons) (Mons),Belgium,Mons,Atlantic,Plant
Cornales (Mons) (Mons),Belgium,Mons,Atlantic,Plant
Cornales (Spiennes) (Spiennes),Belgium,Spiennes,Atlantic,Plant
Apiales (Spiennes) (Spiennes),Belgium,Spiennes,Atlantic,Plant
Malpighiales (Spiennes) (Spiennes),Belgium,Spiennes,Atlantic,Plant
Fabales (Le Roeulx) (Le Roeulx),Belgium,Le Roeulx,Atlantic,Plant
Asterales (Le Roeulx) (Le Roeulx),Belgium,Le Roeulx,Atlantic,Plant
Brassicales (Le Roeulx) (Le Roeulx),Belgium,Le Roeulx,Atlantic,Plant
Malpighiales (Le Roeulx) (Le Roeulx),Belgium,Le Roeulx,Atlantic,Plant
Rosales (Le Roeulx) (Le Roeulx),Belgium,Le Roeulx,Atlantic,Plant
Dipsacales (Le Roeulx) (Le Roeulx),Belgium,Le Roeulx,Atlantic,Plant
Asterales (Charleroi) (Charleroi),Belgium,Charleroi,Continental,Plant
Fabales (Charleroi) (Charleroi),Belgium,Charleroi,Continental,Plant
Boraginales (Charleroi) (Charleroi),Belgium,Charleroi,Continental,Plant
Rosales (Charleroi) (Charleroi),Belgium,Charleroi,Continental,Plant
Boraginales (Dour) (Dour),Belgium,Dour,Atlantic,Plant
Asterales (Dour) (Dour),Belgium,Dour,Atlantic,Plant
Fabales (Dour) (Dour),Belgium,Dour,Atlantic,Plant
Boraginales (Anderlues) (Anderlues),Belgium,Anderlues,Atlantic,Plant
Asterales (Anderlues) (Anderlues),Belgium,Anderlues,Atlantic,Plant
Fabales (Anderlues) (Anderlues),Belgium,Anderlues,Atlantic,Plant
Rosales (Anderlues) (Anderlues),Belgium,Anderlues,Atlantic,Plant
Asterales (Boussu) (Boussu),Belgium,Boussu,Atlantic,Plant
Boraginales (Boussu) (Boussu),Belgium,Boussu,Atlantic,Plant
Fabales (Boussu) (Boussu),Belgium,Boussu,Atlantic,Plant
Apiales (Boussu) (Boussu),Belgium,Boussu,Atlantic,Plant
Lamiales (Boussu) (Boussu),Belgium,Boussu,Atlantic,Plant
Apiales (Dour) (Dour),Belgium,Dour,Atlantic,Plant
Malpighiales (Boussu) (Boussu),Belgium,Boussu,Atlantic,Plant
Boraginales (La Louvi̬re) (La Louvi̬re),Belgium,La Louvi̬re,Atlantic,Plant
Ranunculales (Boussu) (Boussu),Belgium,Boussu,Atlantic,Plant
Rosales (Boussu) (Boussu),Belgium,Boussu,Atlantic,Plant
Fabales (Courcelles) (Courcelles),Belgium,Courcelles,Atlantic,Plant
Boraginales (Courcelles) (Courcelles),Belgium,Courcelles,Atlantic,Plant
Brassicales (Courcelles) (Courcelles),Belgium,Courcelles,Atlantic,Plant
Asterales (Courcelles) (Courcelles),Belgium,Courcelles,Atlantic,Plant
Caryophyllales (Courcelles) (Courcelles),Belgium,Courcelles,Atlantic,Plant
Apiales (Courcelles) (Courcelles),Belgium,Courcelles,Atlantic,Plant
Rosales (Courcelles) (Courcelles),Belgium,Courcelles,Atlantic,Plant
Boraginales (Ch̢telet) (Ch̢telet),Belgium,Ch̢telet,Continental,Plant
Asterales (Ch̢telet) (Ch̢telet),Belgium,Ch̢telet,Continental,Plant
Caryophyllales (Maisi̬res) (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Asterales (Maisi̬res) (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Rosales (Maisi̬res) (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Myrtales (Maisi̬res) (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Malvales (Maisi̬res) (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Brassicales (Maisi̬res) (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Boraginales (Maisi̬res) (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Malpighiales (Maisi̬res) (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Lamiales (Maisi̬res) (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Fabales (Maisi̬res) (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Asterales (Braine-le-Comte) (Braine-le-Comte),Belgium,Braine-le-Comte,Atlantic,Plant
Ranunculales (Braine-le-Comte) (Braine-le-Comte),Belgium,Braine-le-Comte,Atlantic,Plant
Lamiales (Braine-le-Comte) (Braine-le-Comte),Belgium,Braine-le-Comte,Atlantic,Plant
Malpighiales (Braine-le-Comte) (Braine-le-Comte),Belgium,Braine-le-Comte,Atlantic,Plant
Myrtales (Mons) (Mons),Belgium,Mons,Atlantic,Plant
Lamiales (Cartigliano) (Cartigliano),Italy,Cartigliano,Continental,Plant
Asterales (Cartigliano) (Cartigliano),Italy,Cartigliano,Continental,Plant
Apiales (Cartigliano) (Cartigliano),Italy,Cartigliano,Continental,Plant
Boraginales (Cartigliano) (Cartigliano),Italy,Cartigliano,Continental,Plant
Malpighiales (Cartigliano) (Cartigliano),Italy,Cartigliano,Continental,Plant
Fabales (Cartigliano) (Cartigliano),Italy,Cartigliano,Continental,Plant
Myrtales (Cartigliano) (Cartigliano),Italy,Cartigliano,Continental,Plant
Caryophyllales (Cartigliano) (Cartigliano),Italy,Cartigliano,Continental,Plant
Brassicales (Cartigliano) (Cartigliano),Italy,Cartigliano,Continental,Plant
Dipsacales (Cartigliano) (Cartigliano),Italy,Cartigliano,Continental,Plant
Saxifragales (Cartigliano) (Cartigliano),Italy,Cartigliano,Continental,Plant
Asterales (Quero Vas) (Quero Vas),Italy,Quero Vas,Alpine,Plant
Apiales (Quero Vas) (Quero Vas),Italy,Quero Vas,Alpine,Plant
Boraginales (Quero Vas) (Quero Vas),Italy,Quero Vas,Alpine,Plant
Malvales (Quero Vas) (Quero Vas),Italy,Quero Vas,Alpine,Plant
Malpighiales (Quero Vas) (Quero Vas),Italy,Quero Vas,Alpine,Plant
Fabales (Quero Vas) (Quero Vas),Italy,Quero Vas,Alpine,Plant
Myrtales (Quero Vas) (Quero Vas),Italy,Quero Vas,Alpine,Plant
Lamiales (Quero Vas) (Quero Vas),Italy,Quero Vas,Alpine,Plant
Caryophyllales (Quero Vas) (Quero Vas),Italy,Quero Vas,Alpine,Plant
Dipsacales (Quero Vas) (Quero Vas),Italy,Quero Vas,Alpine,Plant
Saxifragales (Quero Vas) (Quero Vas),Italy,Quero Vas,Alpine,Plant
Lamiales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Asterales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Apiales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Boraginales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Geraniales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Malpighiales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Caryophyllales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Rosales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Fabales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Dipsacales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Myrtales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Ericales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Ranunculales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Brassicales (Fonzaso) (Fonzaso),Italy,Fonzaso,Alpine,Plant
Asterales (Imer) (Imer),Italy,Imer,Alpine,Plant
Apiales (Imer) (Imer),Italy,Imer,Alpine,Plant
Fabales (Imer) (Imer),Italy,Imer,Alpine,Plant
Lamiales (Imer) (Imer),Italy,Imer,Alpine,Plant
Asparagales (Imer) (Imer),Italy,Imer,Alpine,Plant
Boraginales (Imer) (Imer),Italy,Imer,Alpine,Plant
Gentianales (Imer) (Imer),Italy,Imer,Alpine,Plant
Geraniales (Imer) (Imer),Italy,Imer,Alpine,Plant
Myrtales (Imer) (Imer),Italy,Imer,Alpine,Plant
Ranunculales (Imer) (Imer),Italy,Imer,Alpine,Plant
Dipsacales (Imer) (Imer),Italy,Imer,Alpine,Plant
Saxifragales (Imer) (Imer),Italy,Imer,Alpine,Plant
Caryophyllales (Imer) (Imer),Italy,Imer,Alpine,Plant
Ericales (Imer) (Imer),Italy,Imer,Alpine,Plant
Brassicales (Imer) (Imer),Italy,Imer,Alpine,Plant
Apiales (Tonadico) (Tonadico),Italy,Tonadico,Alpine,Plant
Ranunculales (Tonadico) (Tonadico),Italy,Tonadico,Alpine,Plant
Lamiales (Tonadico) (Tonadico),Italy,Tonadico,Alpine,Plant
Asterales (Tonadico) (Tonadico),Italy,Tonadico,Alpine,Plant
Caryophyllales (Tonadico) (Tonadico),Italy,Tonadico,Alpine,Plant
Fabales (Tonadico) (Tonadico),Italy,Tonadico,Alpine,Plant
Saxifragales (Tonadico) (Tonadico),Italy,Tonadico,Alpine,Plant
Asparagales (Tonadico) (Tonadico),Italy,Tonadico,Alpine,Plant
Celastrales (Tonadico) (Tonadico),Italy,Tonadico,Alpine,Plant
Rosales (Tonadico) (Tonadico),Italy,Tonadico,Alpine,Plant
Asterales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Brassicales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Lamiales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Solanales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Boraginales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Gentianales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Malpighiales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Ericales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Dipsacales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Fabales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Rosales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Ranunculales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Caryophyllales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Apiales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Asparagales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Geraniales (Canal San Bovo) (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Rosales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Lamiales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Solanales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Asterales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Geraniales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Malpighiales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Ericales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Myrtales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Caryophyllales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Ranunculales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Boraginales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Fabales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Apiales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Oxalidales (Grigno) (Grigno),Italy,Grigno,Alpine,Plant
Asterales (Borgo Valsugana) (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Fabales (Borgo Valsugana) (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Lamiales (Borgo Valsugana) (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Malpighiales (Borgo Valsugana) (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Ericales (Borgo Valsugana) (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Caryophyllales (Borgo Valsugana) (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Oxalidales (Borgo Valsugana) (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
