Locality,Strategy,AUC_structural,AUC_motif_drift
Salziger_See,betweenness,0.13429032223419213,0.3981156324318345
Harzgerode,random,0.4858718226263443,0.06645738276226545
Harzgerode,degree,0.08914034776019458,0.41532463823693794
Harzgerode,betweenness,0.10495586322741286,0.3915098380786475
Oschersleben,random,0.4832853718754755,0.07364751399782585
Oschersleben,degree,0.1078488570929974,0.42259216242956077
Oschersleben,betweenness,0.11852973902092245,0.3974934400137652
Greifenhagen,random,0.4549022517206997,0.04838946437131128
Greifenhagen,degree,0.11764071264730842,0.42117845991050906
Greifenhagen,betweenness,0.1363104765218778,0.3816030344130227
Klobikau,random,0.38489943187172365,0.1389976876167966
Klobikau,degree,0.0790667953568119,0.46401924496155506
Klobikau,betweenness,0.08787555342256533,0.4604332786890216
Tilkerode,random,0.5359963565845919,0.04007510089480416
Tilkerode,degree,0.10247334364981424,0.4289769974427342
Tilkerode,betweenness,0.1204537836890778,0.38748165308920995
Sangerhausen,random,0.4611129164363551,0.0691946613711786
Sangerhausen,degree,0.09107277977327757,0.39508572539686415
Sangerhausen,betweenness,0.08805885942430002,0.37022186761097114
Aschersleben,random,0.46908134096492277,0.04638262802013503
Aschersleben,degree,0.0607271881782062,0.4173643811229732
Aschersleben,betweenness,0.07945651782106646,0.4178946038165045
Magdeburg,random,0.4951575822120606,0.04088793740655118
Magdeburg,degree,0.07154995596217903,0.4527915027282589
Magdeburg,betweenness,0.08416670680724243,0.46017931940442075
Halle,random,0.5082479120715433,0.04363206272522061
Halle,degree,0.10265170659143692,0.3697589284642132
Halle,betweenness,0.10498001231564048,0.36846792504531883
Ghe_ari Village,random,0.5307423523401403,0.053308557520295154
Ghe_ari Village,degree,0.15199480676826463,0.39667931151222974
Ghe_ari Village,betweenness,0.14991500892619292,0.4057062158550555
Laelatu,random,0.5081321517857537,0.059835888641743114
Laelatu,degree,0.09756295762758391,0.3878225762466177
Laelatu,betweenness,0.1254114354087579,0.38298362961321963
Viita,random,0.21728088247650673,0.19844139698724755
Viita,degree,0.06653589923760841,0.47211517165005534
Viita,betweenness,0.07348607224485498,0.4619656699889258
Allika,random,0.4433248207116241,0.049339030327556384
Allika,degree,0.1376637211902305,0.40479244589246904
Allika,betweenness,0.15849268131679123,0.40199494949494946
Hanila,random,0.5247477596284943,0.04100026533162395
Hanila,degree,0.06946242611877287,0.4620570406526987
Hanila,betweenness,0.0876983568547036,0.4620570406526987
Strani,random,0.4895696974299948,0.0532887402515762
Strani,degree,0.13328537992979966,0.40882351149412466
Strani,betweenness,0.14373734149265738,0.4087495114201245
Hruba_Vrbka,random,0.5061328801532725,0.03571180082230446
Hruba_Vrbka,degree,0.13334097452714155,0.37067150026902346
Hruba_Vrbka,betweenness,0.1399287218939324,0.3356819468179735
Suchov,random,0.3417572999135197,0.08293942848329329
Suchov,degree,0.1236449677067274,0.3742032219295066
Suchov,betweenness,0.14103367477717704,0.33597635280527305
Miladka,random,0.37331877117060114,0.09397491305284981
Miladka,degree,0.0874725904949404,0.42148607883061884
Miladka,betweenness,0.10173423892928969,0.43810891730380397
Kittil,random,0.389899346002444,0.07883009576148367
Kittil,degree,0.09222022304730225,0.40818764758580245
Kittil,betweenness,0.0837151122745511,0.4160842913632213
Lammi,random,0.37135215394334004,0.06010153698098691
Lammi,degree,0.07465847192922014,0.43398824731840296
Lammi,betweenness,0.09322295314426132,0.387309020656323
Pudasjrvi,random,0.4784187242913228,0.044494212019872866
Pudasjrvi,degree,0.10727162918486612,0.39460707142636653
Pudasjrvi,betweenness,0.1166266071419946,0.4154681553058406
Badesti,random,0.5845623657388364,0.03300140843011942
Badesti,degree,0.16793854620425205,0.3477763778603968
Badesti,betweenness,0.17442405207425923,0.3092531448981065
Coltesti,random,0.5189610101207999,0.03008269000462226
Coltesti,degree,0.11311695535525683,0.3964157865200831
Coltesti,betweenness,0.12972302175211087,0.3549491956657137
Rimetea,random,0.42632830132830135,0.0842760142590093
Rimetea,degree,0.13255871987489634,0.37873563218390804
Rimetea,betweenness,0.15085443559708261,0.34989473024064216
Baisoara,random,0.3874487108206818,0.036233006987453305
Baisoara,degree,0.10813430961845107,0.3742438741567137
Baisoara,betweenness,0.13457461758096206,0.3290446298556251
Lumea Pierduta,random,0.4141283875154544,0.15011058992780385
Lumea Pierduta,degree,0.13846549660973229,0.41007299299513267
Lumea Pierduta,betweenness,0.1667016962539299,0.3037986860564727
Ocoale,random,0.41980888361291596,0.10034671064062152
Ocoale,degree,0.0926972045521396,0.4222761170195778
Ocoale,betweenness,0.11102825520226921,0.3923828686404139
Ghetari,random,0.459517755710884,0.08822569644505676
Ghetari,degree,0.11808429806982776,0.38752546803521315
Ghetari,betweenness,0.14609276079359537,0.37622884986078386
Scarita Belioara,random,0.4390100198122273,0.0778520154820003
Scarita Belioara,degree,0.09629488609534376,0.43387898922782636
Scarita Belioara,betweenness,0.10008063359592502,0.4213824289405685
Rasca,random,0.30611237287863485,0.0985818982781882
Rasca,degree,0.08151006523971781,0.4013019004588091
Rasca,betweenness,0.08663235502549353,0.4146342226548397
Macicasu,random,0.4854342557753408,0.07761925626188641
Macicasu,degree,0.1453128313035434,0.36331767617628274
Macicasu,betweenness,0.14322809426243144,0.35853561338919615
Luna de Jos,random,0.4596934886906139,0.0878775643539929
Luna de Jos,degree,0.10606242722010081,0.4154971323861878
Luna de Jos,betweenness,0.1272179601403396,0.37859365215351504
Petre_tii de Jos,random,0.4017848287183378,0.052248999878025684
Petre_tii de Jos,degree,0.11353536151122322,0.3634766013794321
Petre_tii de Jos,betweenness,0.12364469363334267,0.37542057886650015
Barai,random,0.529156336765858,0.031889134546733686
Barai,degree,0.10912364013397052,0.4102899407479887
Barai,betweenness,0.11309932510694547,0.3702750597956077
Borsa-Catun,random,0.3457325228905399,0.07577894039254768
Borsa-Catun,degree,0.12763245560316602,0.3711141341172301
Borsa-Catun,betweenness,0.1419841900400398,0.33057227143914447
Cheile Turzii,random,0.40650580658342483,0.08481322555369741
Cheile Turzii,degree,0.1368298796997351,0.3463464932332818
Cheile Turzii,betweenness,0.1515713040521434,0.3463464932332818
Hermanovice,random,0.499454052891553,0.0663252476503885
Hermanovice,degree,0.15259882596763402,0.37397690423150876
Hermanovice,betweenness,0.1686761432581866,0.37867403205730166
Horni Grunt,random,0.5263305322128852,0.0577036476464799
Horni Grunt,degree,0.13549734579146344,0.34251395151049124
Horni Grunt,betweenness,0.13768751673163437,0.36066373073293484
Jarnoltowek,random,0.6,0.08335137790481713
Jarnoltowek,degree,0.11993561993561994,0.4593301435406698
Jarnoltowek,betweenness,0.11993561993561994,0.4593301435406698
Mnichov,random,0.6,0.047752611813023454
Mnichov,degree,0.17207732940769646,0.36218226522407904
Mnichov,betweenness,0.17072290690384867,0.3310979217512321
Dzier_ys_aw,random,0.387662193757395,0.19562060291159908
Dzier_ys_aw,degree,0.08249914000687994,0.5026585604945446
Dzier_ys_aw,betweenness,0.09030712149907195,0.5026585604945446
Berchtesgaden National Park,random,0.5476783970836734,0.05178288206770896
Berchtesgaden National Park,degree,0.12933729176440986,0.4415321712570072
Berchtesgaden National Park,betweenness,0.13305325252756564,0.4182901929778951
Sierra de Guadarrama,random,0.5644807328687945,0.025881592347921593
Sierra de Guadarrama,degree,0.09985854213238236,0.45442139554469213
Sierra de Guadarrama,betweenness,0.1006182762254498,0.4395483814406516
Cabrera,random,0.5221657509157509,0.10661009829929459
Cabrera,degree,0.19232864164559213,0.33395080946450806
Cabrera,betweenness,0.22144508591683515,0.35063356164383563
Menorca,random,0.5448715916123911,0.07306103864701924
Menorca,degree,0.1168032240287465,0.4323108852636474
Menorca,betweenness,0.11806952004101531,0.41023605309795247
Lesvos,random,0.3921909855520231,0.04455414536250573
Lesvos,degree,0.1113801119615402,0.3792543118792946
Lesvos,betweenness,0.1419333791639405,0.32655466579122233
Folegandros,random,0.4755443785921168,0.03897312496022975
Folegandros,degree,0.08700750701162702,0.4553385167612359
Folegandros,betweenness,0.10800210535024564,0.45888421419814046
Kythnos,random,0.5189442793400698,0.03650586827890218
Kythnos,degree,0.10535152757049922,0.4046903315469242
Kythnos,betweenness,0.11997151342083015,0.32296355260185644
Kea,random,0.43754490370940297,0.08186054916476743
Kea,degree,0.11030276896667801,0.3942494319796465
Kea,betweenness,0.11931612651586516,0.3748774750097733
Santorini,random,0.431150857109554,0.06756044026606262
Santorini,degree,0.11432586591255323,0.3961725691501272
Santorini,betweenness,0.1282035416710339,0.3688968292641517
Serifos,random,0.4946226715428399,0.0435118711274702
Serifos,degree,0.12113198265512304,0.38199550324357356
Serifos,betweenness,0.13588265614818879,0.3572465960695159
Anafi,random,0.5468302300268244,0.03470173422731518
Anafi,degree,0.1374264217607871,0.3857899736959187
Anafi,betweenness,0.1625427814359703,0.3772985746341371
Milíkov,random,0.5931818181818181,0.04941431117901706
Milíkov,degree,0.1,0.47337662337662334
Milíkov,betweenness,0.1,0.47337662337662334
Milovická stráň,random,0.47432539682539687,0.060317460317460304
Milovická stráň,degree,0.12190476190476189,0.4722222222222222
Milovická stráň,betweenness,0.12190476190476189,0.4722222222222222
Janské Lázně,random,0.27393217125051034,0.3392605631227024
Janské Lázně,degree,0.044824106113033446,0.5139167862266858
Janské Lázně,betweenness,0.044824106113033446,0.5139167862266858
Cikánka,random,0.29333333333333333,0.5
Cikánka,degree,0.16000000000000003,0.5
Cikánka,betweenness,0.16000000000000003,0.5
Havranické vřesoviště,random,0.36762656375272473,0.20601904891798506
Havranické vřesoviště,degree,0.13521721677874926,0.40195035460992906
Havranické vřesoviště,betweenness,0.13550910626181523,0.376418439716312
Louka pod Šobesem,random,0.2704745536623024,0.20979016806084472
Louka pod Šobesem,degree,0.08878738629954906,0.45897435897435895
Louka pod Šobesem,betweenness,0.1317788719380935,0.4697968697968698
Šobes,random,0.21131443252914014,0.1850367933986265
Šobes,degree,0.09430058326002429,0.4014134982158238
Šobes,betweenness,0.08047843387580399,0.3944197446420428
Retzbach,random,0.44259986639841686,0.07491219538234309
Retzbach,degree,0.05254996590487725,0.5473684210526315
Retzbach,betweenness,0.0642923901473015,0.5473684210526315
Fajtův kopec,random,0.4002682213619713,0.03589235377026076
Fajtův kopec,degree,0.07535199175824175,0.45625
Fajtův kopec,betweenness,0.07535199175824175,0.45625
Křižanov,random,0.35225812648889576,0.15754437869822482
Křižanov,degree,0.10996652919729843,0.38500986193293885
Křižanov,betweenness,0.10996652919729843,0.38500986193293885
Běstvina,random,0.4193103288813734,0.09458332339218764
Běstvina,degree,0.11631516872677049,0.40651389238646857
Běstvina,betweenness,0.11888380751831949,0.3775469375192367
Petřín,random,0.43162717485472896,0.09081471216411362
Petřín,degree,0.14106315940681263,0.40274073192029847
Petřín,betweenness,0.1196450307518419,0.3958748996674693
Nesměř,random,0.285044215044215,0.22238872238872237
Nesměř,degree,0.11406260406260406,0.4151515151515151
Nesměř,betweenness,0.13345654345654345,0.3593939393939394
K Handrkovu,random,0.5231135073451425,0.0426140471131559
K Handrkovu,degree,0.06898205853314213,0.48751535626535625
K Handrkovu,betweenness,0.0746638767149603,0.48751535626535625
Ostrov nad Ohří,random,0.4362524512524512,0.05436909004271433
Ostrov nad Ohří,degree,0.06485958485958486,0.5299145299145299
Ostrov nad Ohří,betweenness,0.06485958485958486,0.5299145299145299
Pouzdřany,random,0.21674020424020427,0.17636054421768707
Pouzdřany,degree,0.10423941138226853,0.4538961038961039
Pouzdřany,betweenness,0.10423941138226853,0.4538961038961039
Velké Pavlovice,random,0.6,0.08854166666666666
Velké Pavlovice,degree,0.1755952380952381,0.4472222222222222
Velké Pavlovice,betweenness,0.1755952380952381,0.4472222222222222
Dubrovytsya,random,0.24776575276575274,0.3392857142857143
Dubrovytsya,degree,0.106523569023569,0.5249999999999999
Dubrovytsya,betweenness,0.1303330928330928,0.5249999999999999
sad u Velyka Derazhnya,random,0.4772108843537415,0.22142857142857142
sad u Velyka Derazhnya,degree,0.15578231292517009,0.5285714285714285
sad u Velyka Derazhnya,betweenness,0.15578231292517009,0.5285714285714285
Voznesens´k,random,0.17251213433031615,0.5545454545454545
Voznesens´k,degree,0.0994818313000131,0.5545454545454545
Voznesens´k,betweenness,0.1588757706939525,0.5545454545454545
step u Antonivka,random,0.30510204081632647,0.1
step u Antonivka,degree,0.11224489795918366,0.3857142857142857
step u Antonivka,betweenness,0.11224489795918366,0.3857142857142857
hory nad Pryvitne,random,0.5666666666666667,0.11666666666666667
hory nad Pryvitne,degree,0.15,0.5166666666666666
hory nad Pryvitne,betweenness,0.15,0.5166666666666666
jezírko u Vesele,random,0.3806122448979592,0.01428571428571429
jezírko u Vesele,degree,0.13537414965986394,0.5285714285714285
jezírko u Vesele,betweenness,0.13537414965986394,0.5285714285714285
kopec u Cheremysivka,random,0.2922619047619047,0.19999999999999998
kopec u Cheremysivka,degree,0.13392857142857142,0.425
kopec u Cheremysivka,betweenness,0.13392857142857142,0.425
Alešovské písky (Olešské písky),random,0.22857142857142856,0.2836734693877551
Alešovské písky (Olešské písky),degree,0.16666666666666663,0.4061224489795918
Alešovské písky (Olešské písky),betweenness,0.16666666666666663,0.4061224489795918
kopec nad Myhiya,random,0.55,
kopec nad Myhiya,degree,0.55,
kopec nad Myhiya,betweenness,0.55,
Terlivka,random,0.5270833333333333,0.19732142857142856
Terlivka,degree,0.1755952380952381,0.4375
Terlivka,betweenness,0.1755952380952381,0.4375
Ropcha,random,0.250329266692903,0.1909090909090909
Ropcha,degree,0.0817722681359045,0.5545454545454545
Ropcha,betweenness,0.0817722681359045,0.5545454545454545
Storozhynets,random,0.1777777777777778,
Storozhynets,degree,0.1777777777777778,
Storozhynets,betweenness,0.1777777777777778,
Mukacheve,random,0.39281305114638443,0.04516594516594517
Mukacheve,degree,0.10273368606701938,0.5444444444444444
Mukacheve,betweenness,0.10273368606701938,0.5444444444444444
Ruda,random,0.26666666666666666,
Ruda,degree,0.1777777777777778,
Ruda,betweenness,0.1777777777777778,
Rejvíz,random,0.55,
Rejvíz,degree,0.55,
Rejvíz,betweenness,0.55,
Bílá Hora,random,0.5055555555555555,0.25555555555555554
Bílá Hora,degree,0.18333333333333332,0.3833333333333333
Bílá Hora,betweenness,0.18333333333333332,0.3833333333333333
motýlí rezervace,random,0.29888392857142854,0.04999999999999999
motýlí rezervace,degree,0.11867559523809523,0.4125
motýlí rezervace,betweenness,0.11867559523809523,0.4125
Sopotnica,random,0.6,0.43333333333333335
Sopotnica,degree,0.3,0.43333333333333335
Sopotnica,betweenness,0.3,0.43333333333333335
Popova Šapka,random,0.4201225857475858,0.010773709429069241
Popova Šapka,degree,0.05031478937728937,0.56875
Popova Šapka,betweenness,0.05031478937728937,0.56875
kemp,random,0.27980158730158733,0.04999999999999999
kemp,degree,0.09579365079365079,0.55
kemp,betweenness,0.09579365079365079,0.55
Óbarok,random,0.1777777777777778,
Óbarok,degree,0.1777777777777778,
Óbarok,betweenness,0.1777777777777778,
Koněprusy,random,0.23888888888888887,0.43333333333333335
Koněprusy,degree,0.20555555555555555,0.5166666666666666
Koněprusy,betweenness,0.20555555555555555,0.5166666666666666
Horní Bečva,random,0.4690089322442263,0.0746199031958988
Horní Bečva,degree,0.1263466925231631,0.43088235294117644
Horní Bečva,betweenness,0.11531728075845722,0.43503016591251886
Erlenbachova bouda,random,0.37988418100647203,0.1938473550842124
Erlenbachova bouda,degree,0.1160689714482284,0.39490220396351705
Erlenbachova bouda,betweenness,0.1127794977640179,0.40014727540500733
Plakánek,random,0.32287150485679894,0.022401809904167954
Plakánek,degree,0.061015795206971674,0.41432748538011693
Plakánek,betweenness,0.061015795206971674,0.41432748538011693
Nekoř,random,0.2677418216703931,0.05813492063492062
Nekoř,degree,0.09340302554588269,0.4357142857142857
Nekoř,betweenness,0.09340302554588269,0.4357142857142857
Sinonica,random,0.33019841269841266,0.22978021978021976
Sinonica,degree,0.13940476190476192,0.4230769230769231
Sinonica,betweenness,0.21273809523809523,0.4230769230769231
Predel,random,0.6,0.19999999999999998
Predel,degree,0.2,0.5
Predel,betweenness,0.2,0.5
Říčany,random,0.55,
Říčany,degree,0.55,
Říčany,betweenness,0.55,
Ostřihom,random,0.308968253968254,0.31666666666666665
Ostřihom,degree,0.10944444444444444,0.5
Ostřihom,betweenness,0.138015873015873,0.5
AloeVera,random,0.38562673709732537,0.055800895785514476
AloeVera,degree,0.05835667600373482,0.4804675716440422
AloeVera,betweenness,0.06268045679810386,0.49190548014077423
CanRefila,random,0.377565555271228,0.1537890375829653
CanRefila,degree,0.04265531671846665,0.5054673721340388
CanRefila,betweenness,0.057648519142185245,0.5107583774250442
CanVolaVola,random,0.34190540286820675,0.032055893750251654
CanVolaVola,degree,0.04466829126880784,0.5320298234936092
CanVolaVola,betweenness,0.06161214501813692,0.4660919117401162
CarrerBetlem,random,0.4895637009199387,0.02520739402018137
CarrerBetlem,degree,0.044323963204686775,0.48842092598971265
CarrerBetlem,betweenness,0.044323963204686775,0.48842092598971265
EsCabanells,random,0.37207683421835286,0.07610188070423107
EsCabanells,degree,0.05159641880759691,0.501391313104189
EsCabanells,betweenness,0.061058705746664034,0.4665875067132116
EsCapdella,random,0.3608201400798362,0.0740240248012959
EsCapdella,degree,0.07513019974819417,0.3944811284580745
EsCapdella,betweenness,0.08196511879544921,0.3783519414717677
Esporles,random,0.24659412849785878,0.099505182738482
Esporles,degree,0.06514215586727028,0.46747408355067716
Esporles,betweenness,0.07108015908788219,0.46964761961173834
MontiSion,random,0.27884029522251214,0.27784879577552746
MontiSion,degree,0.04035892372439924,0.45555330040818165
MontiSion,betweenness,0.04601335864712685,0.4547764021378797
Muro,random,0.45669139525276203,0.03392044479682631
Muro,degree,0.09220679082030746,0.39845312893990203
Muro,betweenness,0.10227933988730276,0.36443831162030227
Puntiro,random,0.48872602367737267,0.044595005297852465
Puntiro,degree,0.07612795605571662,0.45289962570579734
Puntiro,betweenness,0.08863375759660588,0.4372609447309819
SaRitxola,random,0.5166449514625986,0.026607050250015227
SaRitxola,degree,0.05953378350677356,0.48546616244574353
SaRitxola,betweenness,0.0678725295182191,0.48214930704055237
sHeretat,random,0.4718811350987698,0.05775719456615791
sHeretat,degree,0.09710203289967204,0.4096793035224088
sHeretat,betweenness,0.09854226989868978,0.3867561998167455
SonBaco,random,0.41052006579428074,0.039804302498084254
SonBaco,degree,0.042023359051222814,0.4527776796168425
SonBaco,betweenness,0.04572474213857081,0.44988091115335954
SonDoblons,random,0.23587440251526934,0.03640173058133147
SonDoblons,degree,0.05129957956794433,0.5006417559049138
SonDoblons,betweenness,0.058697335320963245,0.4739177489177489
SonForteza,random,0.3013536091869521,0.09351989211261101
SonForteza,degree,0.08167449435431788,0.44412020291558985
SonForteza,betweenness,0.07331755873674398,0.43009019546452976
SonGinard,random,0.5029937830497972,0.0404333815357984
SonGinard,degree,0.09390714891918152,0.4256946867767376
SonGinard,betweenness,0.11090095343308146,0.3800898368274924
SonGual,random,0.3117225117136074,0.044485883028922
SonGual,degree,0.03957381691255179,0.5024255678711665
SonGual,betweenness,0.052992698957912886,0.4805673550069395
SonMutNou,random,0.3555773050184589,0.0810647450658805
SonMutNou,degree,0.044099373495393945,0.48785104540393415
SonMutNou,betweenness,0.05544578960063674,0.48654983953249736
SonSali,random,0.38811584808316835,0.0809613641525343
SonSali,degree,0.04955756994155687,0.49529485199309287
SonSali,betweenness,0.055955955506609104,0.475755083269212
UIB,random,0.5080924282069049,0.0444039611679732
UIB,degree,0.08529061134900101,0.4402515389308457
UIB,betweenness,0.08875587643521983,0.4161523284231398
